FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,start,end
0,252.9398575126737,975.7585702373384,353.6581494563267,1059.4627345615586,355.9017036051061,907.1783223036545,479.5855400869223,1088.864558526123,491.6918660574368,881.8737452140546,606.9359122327152,1103.9230717218247,610.6225557166051,891.1864012326502,585.8055057761262,1051.413584981746,592.2914980229847,955.0325215134352,807.7337483776871,1064.715700843245,816.6431446100241,937.2623046157468,999.4231586431496,1087.2331560682849,1010.2480996259632,919.2993083340032,1,0
1,252.50782801674,975.1766284995882,354.56393589123945,1061.3351648962737,357.0889312114145,906.725465212562,482.99857096182194,1090.1991851604837,494.30175607629184,881.6162444877765,610.4753774040232,1105.230593516667,604.5015244862193,894.5244737971276,587.5655874319287,1044.5492300332076,592.462900010445,954.3955869205204,811.4648345232939,1062.625038488922,814.3732318456523,937.4237737718704,1001.0185861773546,1087.5950883785476,1009.83199512695,920.294115905986,1,0
2,252.75860854646163,975.1147802886852,354.114417694945,1060.588507613743,357.14268812122515,906.9710377644828,482.7561239334324,1090.639368151147,494.6218083335767,881.7134599874863,609.9249320284442,1105.14323498728,612.147910585639,892.4249886450393,585.595146394365,1044.9147561750897,592.7793078676776,954.5030924329682,812.0088559908426,1063.7710088075391,814.8627741532146,937.3605142631224,1004.7198608358752,1084.0459447183828,1011.7780980580184,919.6556953469416,1,0
3,253.09604972174637,975.881754071462,354.6151162061951,1061.6849515019403,357.850510872542,907.1979741889008,483.53991638699495,1090.2465033268422,493.59558224523016,882.8114893995254,605.4438244009824,1104.1001048427922,611.8671109679461,891.6781120664666,588.4213497548791,1044.096829024069,593.8617080767846,953.9233638362618,811.9526403499052,1061.2746985951917,814.3985035701597,937.3471789111292,1006.418006609258,1083.967538983571,1011.2534705312106,920.331147338957,1,0
4,253.12594290982605,975.2832924802894,354.6618803145826,1061.7026431765476,357.5350564725997,906.9388900409282,482.55275475808327,1090.7154746409465,493.1712500543681,883.1838964592614,609.600736794143,1105.334390462277,611.2563732727606,892.3849758621878,588.8187862465688,1044.5943068056577,593.3088280785688,953.5586620726016,812.6121280903313,1061.5766047100035,814.600666651335,937.5520121779712,994.9198829244108,1082.812899576225,1011.5983531937022,919.939802115144,1,0
5,253.4133455750226,975.2374407721302,354.9707546035707,1061.7181042202426,358.17333175550044,907.162276022054,482.8425314398518,1090.2821268254042,492.4558841918628,882.6526413692612,610.114410695546,1105.3442332220814,611.4409344776088,891.6121591179797,587.6431323895994,1044.5321249418798,593.1559809224658,953.624631501926,812.7974688030188,1062.1099091417032,814.7544707805499,936.914584505304,994.3739756372102,1082.8305024561157,1010.8128624309644,920.1807385065556,1,0
6,253.29183342862964,975.400065604945,355.168081923486,1062.0817051312224,358.1259483602794,907.0664423060364,482.65252707373486,1089.7891748836162,493.0136957156177,882.8598468676812,610.238350767773,1105.06230936604,611.1563658993327,890.7824727211868,587.4174970148133,1044.4144719423048,593.1870735079166,953.8125392849352,813.009647622375,1062.0963770286903,814.7858171748246,936.4639486275028,994.2799578841548,1082.6981081882004,1015.5546528155224,925.978017872874,1,0
7,252.9773529112261,975.4737880911396,355.0100353697341,1062.1452686946066,357.99658538461193,907.1743009792892,482.99022138816326,1089.5929856479038,492.70153497068407,882.7090461949581,610.8478937533494,1105.1965602507582,610.3771339684375,892.2823708763375,587.4379309690199,1044.2120899477925,594.0391720100869,954.3787347595978,812.9744652994897,1062.0158405570228,814.8142752380768,936.8642728806944,994.388805037202,1082.6614709499563,1010.2847244401592,920.1080277419808,1,0
8,253.0687575718516,975.8178837626932,354.87508407959854,1061.9649938937937,358.0787320502868,907.191474684716,482.07671588357,1089.175127801608,492.2411070130426,882.4917281891475,610.5311677979864,1105.1446449397506,610.6878200774074,892.2301447838217,587.7414374357702,1043.9820739611555,594.5046198910637,954.4329008821352,812.845211649127,1062.2095680937532,814.6589207990271,937.0170912788162,994.5139950676607,1082.824335259431,1010.206833927467,920.33164512752,1,0
9,253.0156010304068,975.9085149155392,355.3563735823017,1062.4570565430406,358.4522984582829,907.3215145472656,482.22584698383145,1088.7538049433006,492.4301724874151,882.2742383117452,610.4703447567625,1105.26411755833,610.6671296356558,892.4379984164046,587.761551952486,1044.0458985271916,594.3289339588894,954.3427197570576,812.7072950147373,1062.4787206040155,814.7372988389588,936.9417960498372,994.6321454190772,1082.8313365883023,1010.3324940734784,919.9908738763432,1,0
10,253.0229594772597,975.8384007237398,355.3711751905622,1062.385264669246,358.43696261258367,907.2846553222298,482.0909660101247,1088.5810279145476,492.9129316034801,882.293828982452,610.4187197741048,1105.276240727903,610.4782208664674,892.7164371218602,587.6514277191559,1043.9814698880075,592.680207241341,950.2415805455082,812.6422610239492,1062.5964422176903,814.7554592286347,936.9945804727682,994.8185040457817,1082.8062211372326,1010.4325858266208,920.140541407398,1,0
11,252.9057091761317,975.8322214186848,355.4634055669658,1062.562972495523,358.51100514242023,907.255312704497,482.21983057624806,1088.8719705305584,492.9023533338688,882.3773434405639,610.566208818334,1105.1643963827096,610.5111102040939,892.8555031018955,587.7315526200829,1043.9119059543764,592.9392797522179,950.4588524722424,812.6910217840742,1062.5019915466532,814.7777910567384,936.885023936903,994.7837931778092,1082.8045891979702,1010.3496660150694,920.2527241142772,1,0
12,253.7063655183591,974.5405018040576,354.0117999078083,1057.9948435383278,357.8153372555002,908.514319538282,476.7209060356428,1089.8443386013416,484.0807367828329,880.2877564924243,606.4844191492921,1104.123264119347,607.3839149425492,891.4031841157554,580.1239729857723,1051.1962760572133,588.3659906350124,955.2413875403254,808.6218100499424,1063.9250107988728,817.9126950079194,936.7641447292892,999.121173020302,1085.8381317048982,1011.3155177479756,923.2566611509304,1,0
13,253.82223226004052,975.2575944820632,355.5381974690292,1059.4658208506498,358.83226600518,909.189583177868,476.6263465112455,1089.866301167283,485.7873580297661,881.090685377044,606.5947489744665,1104.4852203100068,609.2238936405653,890.5856942114456,580.7154526853127,1051.179228816989,590.119300316462,955.1393442483268,809.2104442779977,1063.9909583658616,817.2022171417354,935.4371372870362,1000.2255240094366,1086.5876665753008,1005.2477845289926,927.9403096800952,1,0
14,254.0282044826155,975.0155373936976,355.10374205630217,1059.3960443478486,356.65623672296846,909.7648128422634,476.76445634839433,1089.8751389323395,484.6352307105095,879.6949522115132,606.2818931014082,1104.4742871241742,610.244673888922,890.3149268313597,580.9967267714799,1051.0765753976568,589.7927873187319,955.0046729340788,809.7201566857386,1063.5880644473848,817.7040494216899,936.0140069629408,1000.0181025987484,1086.5189199566755,1015.754543001847,924.7026013802466,1,0
15,254.16362187022196,975.1508820678802,354.8956325491321,1059.1905491567552,356.08025844757515,909.6406361217626,476.872459369456,1090.1523176945807,484.2384759533389,879.6848578666783,606.4392063552598,1104.411778334394,609.8508027750122,890.164161474717,581.0059268390869,1050.8120371014822,589.4063426242228,955.119152867908,809.6449864143202,1063.64818923356,817.734099984634,935.56435589927,999.8824816283384,1086.532648158021,1024.045167384749,920.4422339019663,1,0
16,253.8168024923773,974.0483261433532,354.7042205150788,1058.990875401101,355.85242384276864,909.8956787647526,477.1479450741732,1090.3037732283392,484.0981243614722,879.5492440755538,606.1295890560075,1104.340988091911,610.1758307567343,890.1317749471897,581.5353476024573,1050.724967154924,588.9024641361906,955.0973510742188,809.52003746876,1063.7566990680682,811.5098102505092,943.1774749867976,999.8651503028424,1086.644353593298,1011.9545454166644,923.5289829430732,1,0
17,253.74093843219487,975.3742640128828,355.0829595335128,1059.3904812243125,355.6961120957671,909.6908212811696,477.137674857488,1089.8719934467706,484.6438936945365,879.6595715530475,606.2118164181554,1104.3655687566193,608.8322539013291,889.7689913512153,581.1588362754553,1050.6583119209508,588.632335873667,954.2698556197907,809.4253768226415,1063.6079679176617,818.1396657251722,936.0942424070652,1000.1854503418284,1086.5931725204211,1015.7244080591884,924.5460186242884,1,0
18,254.00736269312188,976.9278126757956,354.8095277381966,1059.2761378459943,355.59251188766814,909.6320351426168,477.19262513754734,1089.7564701750207,484.6511891914437,879.7946289897754,606.3010084551549,1104.3603332317723,609.0126952331304,889.7997116324308,581.1591865182388,1050.7022599241998,588.9830085918094,954.2789516967504,809.1877956911243,1063.9066437462689,818.2081010220729,936.3141465589983,1000.0866483928944,1086.8900674095407,1015.6806755934022,924.590023133266,1,0
19,253.7641415143354,978.3952839421842,354.7382874854674,1059.5978868471884,355.51996475388387,909.49342658991,476.9470751456073,1089.984356433832,486.2579396797249,878.8068248067684,606.4836396414529,1104.452988500546,609.3691981877399,889.9260994759139,581.4596770798742,1050.6383035114634,589.1577194695044,954.2792611328844,809.4901429413198,1063.727162716408,817.9943022461334,936.4860342952104,999.9500657616107,1086.6270591405105,1015.8643350737613,924.4310536829538,1,0
20,254.1120872944012,978.4588219434528,354.5100209368841,1059.4491328254155,355.24025939375895,909.3226770405206,476.92051696529313,1090.161752133226,486.2849907447209,879.8008822904275,606.1230516371708,1104.1268078357662,609.6061739282893,890.2256215450784,581.648831286883,1050.3461688936502,589.1810263520874,954.9977792351672,810.0065575092449,1063.390732988726,818.3116001084504,936.8540426530355,999.853905031678,1086.7396124980628,1012.1018965067572,923.5769768237718,1,0
21,254.5054735597925,979.459964883932,354.2091078069957,1058.872284675503,355.1299252156628,909.1267797510736,476.8666050244989,1089.5729866560378,485.9283913561519,879.8637933471815,606.0592431612845,1103.9731909578816,609.0437576829689,890.0155843696903,581.4364093735871,1050.218424239989,588.6095654049836,955.06909013758,809.7627349575722,1063.5264328417754,817.9820229886257,937.0473595142016,999.772571023016,1086.8464322058617,1012.1166535812794,923.606700687002,1,0
22,254.0901097271625,979.2002645544408,354.6030381876098,1059.369934665027,355.2103350655465,909.1947278899362,476.8350486854583,1089.0208822974907,485.5677484380873,879.7104415080724,605.5975160239111,1103.813532675828,610.4246812679057,889.3516420564786,581.1026685166576,1050.8094324564602,588.2786395490866,954.8255585187678,809.6723468716029,1063.526833763375,818.2754487582083,937.0497704252964,999.7862030346774,1086.8530675928705,1012.2136741806844,923.6892088049918,1,0
23,253.82380199060327,980.4365036156491,354.63546310196614,1059.026745775883,356.0735428937855,908.9995301952264,476.7657980528237,1089.2145506377435,486.3682480751305,880.3032632788519,605.3017771786614,1103.6612430098826,610.2448533632355,890.2209853845691,580.2823851849539,1051.0131652069654,587.2432241080176,954.7036023388708,809.5172274903296,1063.1808303507876,817.8239516567036,937.3554610365196,996.6404281636052,1083.2317240740954,1011.826931143613,923.7389272876212,1,0
24,255.6152690495564,983.1243277612108,354.492367830016,1043.946541275372,359.64339210788665,914.8498360257566,479.54329464618496,1090.6569468142968,486.0246505290851,880.2629552388524,610.2670512552844,1105.931460941477,607.2282517808931,895.1447398727383,587.1338800522068,1041.3163866075324,597.0878110967469,944.2186064933873,810.5242632207386,1069.027539995293,816.97506895921,936.879942457436,997.5392274893773,1086.2897397839438,1012.3675988523484,923.4894326327042,1,0
25,255.5525200078639,982.198010514012,354.9290288347261,1044.9169007020344,359.56902645731776,918.128539231838,477.4850808752528,1085.2274593266384,486.3157839830892,879.940302145998,609.3960297650261,1106.078235244681,607.3232419097067,895.549884602745,588.779726809736,1041.5204745369042,596.9099560701645,944.48655935003,811.3749955751496,1068.6377500243962,814.8443037015718,940.6590065826484,1013.456756135422,1088.5871954475756,1011.5696024801704,923.8115810419514,1,0
26,255.22998725484345,981.854973652186,355.575862296691,1056.6825181679374,361.0443666108408,909.6302901918972,478.9942224500083,1090.549606782912,484.46187124760775,880.5371956611539,609.2608029014577,1106.2341486715727,608.5576260570432,895.034699002055,583.9351747404924,1049.602406857033,591.4542342782486,950.258785530892,811.0358045253083,1066.1437781990494,818.3027154602527,936.7430761646996,997.1000083060196,1086.470151812955,1027.6176049340374,921.7063753575108,1,0
27,255.55991729617276,982.4331496867252,355.07120329629925,1045.2296249311169,360.18958838305326,917.2699454459612,477.8016946591698,1084.9983339779174,485.6871075623987,879.6864245973205,609.0486602448362,1106.2795577515233,607.6302769218216,895.1564056149833,588.7006456055163,1041.8334301704,597.0549445282497,944.8555700118536,811.6564809454433,1068.2782484695022,814.6375867945319,940.1671908096212,1012.8291692845378,1088.8046331917162,1011.2848008531588,923.9069685981522,1,0
28,255.9046425837999,981.5947143195922,355.48182512290765,1057.037927093618,361.1023733116715,909.9498973568952,479.1900001297692,1090.7542025911555,483.98502808708514,880.4154614575377,609.156502207792,1106.2529415352042,607.2957341227636,895.4655767100248,583.0149715960567,1049.669520863709,590.4277135305814,950.0127471430524,810.9698621132284,1066.0470807526062,818.2571457266342,936.7903902949348,1012.9601480312868,1088.759616288431,1011.4252917385224,923.8484994634648,1,0
29,255.1398107878408,982.002344628978,355.0262148451588,1045.167398669981,359.4167569004513,917.4581014505648,477.8544078722732,1085.0309431649237,485.5988865617968,879.4683972428076,609.140155981979,1106.3037408580683,607.2560756569255,895.5994885603704,588.8386586738656,1041.982209754288,596.6877481190219,944.4292746494134,811.528180919791,1068.598306334956,814.8598563562598,940.5182427400006,1013.0369523225742,1088.7061622053452,1012.259630319821,923.6015473981712,1,0
