FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,start,end
0,313.6682344909142,980.6347082223548,360.96293817726,1032.5420478860042,364.3887947687712,939.7091177016124,299.28702497048243,1066.2558129147342,301.23847663790104,905.0349537262928,211.6135690240153,1077.8280893027302,191.7847687184268,911.5331306990064,569.9053936723925,1027.8143669313408,567.063627193436,942.4272026829996,715.6711750997833,1029.005252072953,721.9066217072763,945.3716650857024,849.6387986677985,1033.3627623166344,840.4217935073515,957.0533076390724,1,0
1,312.76129712674026,981.2896123097104,358.9275668656407,1032.757191093944,368.23706424747854,938.2073925278976,297.82224603065123,1064.897863204474,294.9646988708734,904.2978526387996,210.75392188579423,1075.725828643059,193.2428542039174,911.5247597788996,567.1686086171005,1025.3403059758307,567.5093151534022,951.2699240993526,714.0767467285473,1030.3383567524168,716.4978659323505,944.3480745717764,854.4865508879424,1034.403654682908,843.9084148779026,957.7703747549624,1,0
2,312.6141050857127,980.824362974146,359.01263501151175,1033.6165288719162,367.958849595644,939.691534329652,298.3461596782868,1064.260101878932,294.46374588111905,904.4036367445811,210.82346014610656,1075.987108442207,192.34864218802383,911.9829458983658,564.9443566628643,1024.1433397415017,568.6167024729,942.9944986739988,714.4542963948144,1030.7869745684757,721.5582218839846,945.1140541228016,854.7435938490382,1034.1288108181025,841.9739128182241,957.693132096402,1,0
3,313.34172484158535,980.9103243321202,359.28850846110765,1034.3196108199322,368.37913825701054,940.2440231289607,298.0701609984796,1065.054572425635,293.5694816301641,903.3539298209612,203.7175269554743,1074.4767190567454,192.4255636733592,912.161019666505,567.0811135499158,1024.3253379670423,566.3233033516317,942.0476563935068,713.5968324142872,1030.490355144784,721.1644338104287,945.7459590331672,852.7488126959385,1033.9367848437644,843.1225256554017,957.6965540564296,1,0
4,313.158819337505,980.9978409430108,359.6585751199908,1033.9750641115793,367.49053280437255,937.41822881089,298.1666974190463,1066.0335395583154,291.2494211978193,903.9188983140843,208.3118175809188,1077.048883375046,192.0200448104402,913.0739544736034,566.3497517043809,1025.2890707516303,567.8791902837269,942.9095813266326,714.5571432126048,1030.486209373278,721.2792143307054,945.680217308476,854.7377657053219,1034.1807086392416,843.2005206382165,957.7204667427012,1,0
5,312.5630451457863,981.2864506796474,360.24418105384615,1033.128526226551,367.3663191677535,939.6244889370752,298.5781282194259,1065.2740164594911,291.4807930538341,904.3846373659647,203.95950654703245,1076.4925050980726,192.43673193129203,913.0848331717688,566.4696579574763,1025.5974447122835,568.1317079640799,943.3915038883116,715.2211231683103,1030.7941817396447,720.3796716598292,945.2161007782364,854.6663026164814,1034.470592445525,843.6338198479501,957.7739426881228,1,0
6,313.29447119691747,982.557318334979,361.78601407570704,1037.9255208751897,363.3289105498434,935.2642929895584,294.7957326779905,1079.3024932838905,290.7725302388671,905.9523941925744,204.331125022531,1077.929624715857,197.8877565857648,913.1976919293317,564.9282709426781,1023.1468645778324,565.3789647626938,945.9404490608928,716.0999338772579,1031.1937337478762,720.4525435885465,944.140472524224,853.3505418520755,1033.9312392100967,845.5008415747991,957.8490899259076,1,0
7,315.02403803392565,983.1848178165612,362.9318088982908,1038.1984879425745,369.3443939744728,939.9753774044534,296.71130974054023,1079.7916687594716,293.3660153511752,915.5999293947466,204.72555883529125,1078.571381467305,193.83535248715484,914.7477342099676,568.1563321077622,1024.926540086061,569.4676893058152,950.1678634408116,715.9785958477362,1031.2845989958844,716.8275200654068,944.3290597213532,854.2375633225174,1034.0190430584416,851.2569591685916,956.9696428353608,1,0
8,315.4068401700033,984.2196428802064,361.23614629936463,1036.8641303831123,369.2883792376177,940.98492288134,294.7799453003664,1079.338487433126,294.1069321948623,915.8039433285212,202.758845824104,1079.0269461245682,193.5773146323017,914.5261025971828,565.7028084148511,1022.515779000534,568.4024650563808,950.1138194110094,716.5425282491974,1032.0400294654953,722.675018211335,945.0449005283914,854.4240713088502,1033.887442897822,845.1441136076173,957.8715879508978,1,0
9,317.5866662882394,985.5969780915632,360.1516299005913,1037.5042836163343,371.5432208474188,940.2185484629008,296.1670806721066,1079.937017638398,295.95496178913487,915.9937649067494,205.7919942015014,1079.5587060663474,193.91864731965973,914.9065475968384,567.0444873963593,1022.7612075973836,569.4937211174338,944.5239123275052,717.2355669713609,1031.699338264101,722.5374216841162,945.1410167730528,854.291851309713,1034.019906452524,845.0688033730218,957.7844285369358,1,0
10,317.66849452094385,985.5394942755212,361.5839367136068,1037.939985711114,371.3883264787175,940.3288974243434,296.5863929396333,1080.0893086497176,298.6558807779816,915.7894859341994,208.49228034248893,1081.420430079004,193.14781987620577,915.356401812058,566.9798766435044,1022.7417924980484,568.4975462617117,944.5595580247464,716.8558823643797,1031.937502511366,722.9322491014577,944.433044388748,855.1117522539801,1033.997247991625,845.2022110501252,957.7072040409312,1,0
11,318.4556504436835,988.6191469706832,362.7339585580813,1038.406252811973,371.7375888502024,940.736603074701,293.8939125919218,1078.7318957438808,297.9572006691882,917.7916588037002,203.4131559314901,1082.6858009545792,194.03892725434812,916.2282421552112,564.987960884878,1023.9015766174632,564.5459102933211,944.8261547438982,717.1911912776714,1032.41616859408,723.4647185842764,944.5060780432012,854.0289249353507,1033.9954515803308,844.790153429009,957.70766617707,1,0
12,316.3500087437921,988.1683853003666,358.43748948353937,1036.7499864565634,362.65543050976817,944.4129021144984,300.3476907062902,1081.1013585412263,302.54549832585883,917.2045884983756,203.69472953215995,1081.6135022501835,200.27906915766363,918.8687683150316,564.293677896765,1029.400248643145,565.925522644281,951.8553039416244,721.6296392671463,1033.5259794505707,715.8312474363646,944.8295316338804,858.4153370305372,1034.4941449077755,853.1670359796293,957.1789440909,1,0
13,319.6563024607684,990.8517589470993,361.8182096245695,1038.7833957686134,371.5407162431932,946.1089787423656,303.68740632413113,1081.1893325794454,299.89084754715657,917.1177418839836,198.7260154753885,1082.6650335016188,198.5070936453513,916.6653987259484,567.1320695219796,1028.749037608778,558.241485278225,953.9235858230536,723.5065776194955,1036.2426739874174,715.5950003079537,945.6165649503756,857.5570446555108,1034.613514268863,852.1175800219313,957.3312398110304,1,0
14,318.06167117640933,991.3320778223804,361.5217595788685,1040.916435023076,367.6820225213377,946.7429326580868,303.6697106925657,1080.9476279791973,301.1691848199296,916.6811207722952,198.38465800986023,1083.6454509480047,200.38347365177188,917.4053318267532,569.1211069947876,1031.7355523820663,561.9318975343506,952.1731473206598,727.2025443921628,1038.9023502077976,716.7405259190672,945.4279952431148,861.3893837798556,1037.1893258974187,852.4889405031042,956.8084461175722,1,0
15,320.8700822202685,991.7765909849415,362.18199736120175,1042.3376691315125,370.7971943432395,946.3277595065956,301.357255819095,1105.2758304727683,304.9197211594203,916.9505266333924,196.14152642933385,1085.0432614137983,201.3955899952912,917.9991693657868,569.4506258524285,1032.745611119323,561.5711506274959,953.2540184990788,720.5210170572228,1034.845983209547,717.8632395413204,946.5822229658656,855.838525366566,1034.258111061023,857.1678405434319,958.664912238531,1,0
16,320.50462497071265,991.8653480311162,362.89795656043,1043.2734251898237,370.3237571765914,946.107995946297,300.3611191351485,1106.8241883445364,306.8418394914684,917.1324777708256,197.50319000958464,1085.7838591296038,202.56398112783197,919.5306468237682,568.1504456181519,1034.3812212358937,562.6225959123033,954.2545775470272,721.232587171934,1035.5433007323682,719.1091515648969,947.683707278586,856.6265118602657,1034.7147832978394,857.0163086393874,958.4095312338555,0,0
17,321.8667640239581,994.588716886746,361.99673968886833,1046.0990610900476,371.8763412455744,949.8847386278184,301.31679038852644,1104.4889020954836,302.16165165597346,919.0549412376298,196.71189311886948,1087.666581579204,205.9498304756472,918.392089350446,565.8345385428678,1033.9715647925182,557.7720769081066,954.2203196035774,723.2181546964013,1038.267600723788,722.0370459587583,949.4749106491952,856.2323030600777,1034.0414152909166,857.4042969469285,958.9282188443556,0,0
18,322.0506133586749,994.641802673564,371.2721610596338,1045.7096747314993,369.6601040248598,948.6409701782496,302.6425149071821,1104.531168380614,304.5115235754045,917.9296753916296,204.3601076128579,1088.118667770711,204.7728064528367,920.2403547411716,563.3821494557612,1030.1430635361178,565.7361521305436,956.3786837250586,720.5950783381071,1040.0727426051044,718.9866174864055,949.555530197738,856.1926193138092,1034.1632056534072,857.8103425133833,958.831090878074,0,0
19,322.45111698602045,994.8803819688604,370.669164868418,1045.7741275874243,370.2819101956172,950.6089651540832,310.13862224177046,1103.4902279172024,303.843342715339,915.1835501150206,201.27382479346463,1090.077230325961,201.28606654887705,918.218751973216,567.4426310704185,1039.190958514974,565.6579133841088,953.6366423327288,719.1693625183502,1038.5427711677412,721.9625078655188,949.4951027023012,856.3895391332777,1034.006567400751,858.9819849855103,959.0560711279765,0,0
20,322.3439996171214,995.57486562848,364.9122007987589,1048.1603012813707,368.56690455165113,950.953806835794,308.62341135468995,1103.3866044828596,300.7590739593704,914.680091471115,201.98181077934828,1089.830574747572,204.076203859674,925.1749368032756,569.0743606329274,1039.4893301207735,565.5320771121854,953.0450919303362,719.1227983095246,1038.9777559677002,719.683544372241,950.2482635251396,857.4943709528492,1034.2282955441556,861.633874672442,959.5155965677524,0,0
21,322.331928630179,998.2714414351308,371.6256317019617,1050.5291956579922,369.6896422823942,950.1505765557552,306.75719257448986,1083.7974244509437,300.652617564902,914.7518537466708,206.937307523968,1089.95076377807,202.13868025491695,923.885595810755,571.8582630529515,1041.9679972181243,564.4424182385865,956.6011790682692,720.3528831095007,1039.3450257569705,722.6438044137545,950.0658939762384,858.890778550246,1034.7000221852254,860.7910519117496,959.5627317631796,0,0
22,322.9762822660885,998.7824523387632,371.161503091125,1048.8955686234272,371.470694473723,960.1707878925624,302.9263495158777,1099.3908395423862,305.98131775080924,919.6256006648662,207.66261780370505,1092.2554858093486,205.22176814482333,929.3731745510396,559.4900840590617,1038.0059835614743,555.6202923957021,958.7309290923064,726.689036906308,1041.377690950796,725.2838146423022,953.0310055230316,858.4380227846658,1035.034919867701,860.2162392148736,959.4561041075898,0,0
23,322.7872924655869,1001.18118611265,371.5320800463772,1048.7896163458338,368.2045338584791,955.8395329684918,305.1215172558054,1082.2309457301044,299.9971532635633,918.9276863002848,212.56762567825217,1094.175136098084,196.6816262491968,927.6595407860144,550.3947919490898,1035.001404570973,572.3466006057005,958.5073863750516,732.1121767438434,1039.3933095658729,722.5952043768953,950.3355958197242,858.8687782138779,1035.4512870390568,860.3579951262752,959.3945491883268,0,0
24,324.8308385643134,1005.5319395492744,372.6216337801731,1045.9617965664609,371.00852132928696,954.0537575323034,304.7223757581376,1083.5099300297634,305.2696264239684,918.9587005458276,207.18121311599472,1099.1113191558368,205.4731955856899,929.5747291402377,557.4316074386219,1044.6906578181686,558.0520796062732,963.1171385283684,728.8596106381658,1043.276695458877,728.2349261815898,950.6130113678764,859.9432333362117,1035.8106091546276,857.6608705458622,959.393840175968,0,0
25,325.4369467597634,1003.2321187172804,371.3244871975386,1054.0391721031756,376.10924158976815,960.3318016394196,299.45527477289204,1086.983813440686,307.41765737843605,911.1151342791376,212.1099447490955,1101.6784228479748,202.1269880872709,933.1195588570848,572.5815298033318,1051.259121190617,571.6663876001484,958.898786759219,724.1200315378732,1044.5764361962424,731.7032652806553,945.3312312006336,860.6647602572397,1035.0296853518855,852.4559416727529,958.719555969014,0,0
26,329.09976234981696,1005.5673619143496,368.0088573004396,1062.0220512261203,377.17282344833,959.6721376171016,305.5546624390759,1106.3325306530126,306.57112994646684,911.3758920729816,200.26895748778344,1102.0715036048862,201.00893811844725,932.6357594979852,572.8183314270099,1038.5692637357356,570.1214084203593,960.8494936727936,734.9954717708036,1049.1011970065956,727.6161938432908,952.079822055388,856.0885950306766,1034.0979533086886,856.2587984578662,958.5277405457844,0,0
27,328.1799511357618,1007.9547397184688,366.9821343093296,1062.9251042575545,375.534116152204,959.2970633524292,307.0045054997517,1107.0191492533352,307.46518793589735,910.2328188501676,201.4927780984747,1102.9810063616485,201.3011812326657,933.799567632514,583.3146736928793,1042.3955518510918,573.9812472954837,962.146515408305,735.1507706263905,1050.7915033232543,728.343907270692,953.4629410316978,856.4640663442127,1033.9381463627533,851.1636855977408,958.7591119972246,0,0
28,324.6637627114245,1006.4947406620248,373.5690733236206,1059.5646930108785,376.8400596549204,956.7933933950364,307.4335870631184,1103.314051127101,300.86877562444755,923.7647425016002,202.44049221083463,1104.212879682621,200.5605535234369,935.8092503824452,567.4915974223877,1042.9381467663657,566.1012025493329,966.22875563981,731.2654504168328,1047.9651654738875,727.1240458097817,953.1851777042386,856.983920222606,1034.172960291182,850.6340620886674,958.5626846302266,0,0
29,328.93270122989406,1008.7070912985484,373.8931155359791,1060.2587577124714,377.743498860472,962.9943515797208,304.73086194657225,1103.8017574537334,306.8711942566076,927.4188532888846,201.42327332217607,1105.7464935953,205.01167872792257,935.5636906115822,569.7366369220152,1043.722681722424,567.2045463393351,970.1125404783946,731.7057176498195,1048.5482238724687,726.0455391217889,953.5335065966404,855.673390749372,1034.822279056322,850.3835206348036,958.5720201838463,0,0
30,329.79228407880885,1011.0289577733588,375.9930949217321,1063.4338939478955,376.9222505194933,966.3983118420224,312.4217821190664,1104.775988868192,304.507365530582,932.9034944039596,212.1895576794529,1109.8264345817931,204.61477262301003,933.1502576123085,577.2477990040078,1042.2921113876805,568.7911675779345,969.5102244313372,731.54579666098,1048.90712000884,734.0565344881173,953.9774088750949,856.091946613029,1035.577283378562,851.7640065836813,958.7742864761522,0,0
31,324.5982103881042,1016.1150331237928,377.128378442732,1063.348451231789,378.4888365984893,970.3934800878858,311.1754222468065,1104.5273851875345,303.34607028837166,935.0567272671176,213.5042224283801,1110.70454975159,203.08372639245576,929.8924211646424,579.7775420224867,1041.7723690035762,571.3594496916733,972.4174663759522,734.7439773619097,1053.5218513931625,737.9735078055154,950.2816012324348,855.2042046293946,1035.851802839942,851.4797033662138,959.0773482256126,0,0
