FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,start,end
0,186.49292237736933,1043.1622602587497,278.2606829778426,1121.1364315573912,270.68627930431586,990.0561074979336,408.7976861837161,1159.8964581850432,386.8929540413408,960.6112776286108,389.6513252357512,1136.759555208429,469.5259900830967,951.8015881831992,496.6776718615865,1097.539132683703,483.83050940901774,1005.919104694532,665.8563663497547,1096.877264265275,663.254053093522,1001.8394529635552,787.9246527444866,1086.390206633378,787.9534228787466,1004.517857469591,1,0
1,187.1196734672715,1046.0958234463258,277.5629591724807,1118.8629309593275,269.7429900834402,991.9251663241644,408.3600313734791,1151.6416923304328,381.7579703430205,956.6229795165837,380.2714089640405,1141.1218216872935,472.8203166972831,946.7312521167228,488.826369123124,1095.6630832915969,486.72081063100666,1010.4226368407308,665.4352700539775,1096.3018933365574,663.1377363266963,1002.493594223572,785.4959165972448,1087.02300319069,783.3040905618853,1004.076533601356,1,0
2,187.94358981446263,1048.534517197115,279.02178398499404,1120.1177893308577,270.0632365689321,991.7877255565188,408.9483434853225,1151.369062952046,383.08021285909047,956.159629849806,381.5553467729467,1139.1375194272075,473.4813483018714,946.243007640292,495.083393498732,1096.2380929872625,485.6140266934359,1008.0480226044442,666.4712051669394,1097.2621678360065,661.8748264784,1001.8947465099192,785.8166559464909,1087.0436462805958,784.9651414055197,1006.1716805933856,1,0
3,188.44486291138804,1049.3489934625563,279.6351870076709,1122.0088705921944,271.4472015068342,992.2456049306004,409.59647143925736,1154.3299577588286,380.3873639360981,956.7684898404494,381.5082990549631,1138.1318533376768,474.0021040721739,945.5178534783132,496.19940763952206,1095.933478675635,486.7845715595935,1008.1077827941313,659.4300555066727,1091.4228725503422,660.6245936776943,1001.7094400084956,786.1652459589806,1087.0286715897807,784.6223722539735,1006.6491284394948,1,0
4,189.05046148014932,1052.646948977659,282.69790478273546,1112.9352465874128,269.0309029964849,990.186256335817,405.554050599335,1148.4349501789886,380.1388722061336,956.381958366579,381.4727872493828,1138.9482581974569,474.4672395473028,945.3448463905218,492.9461142610666,1096.1306601250374,487.8736558475172,1008.2396712012364,658.8466595177222,1091.412239383022,661.1221688001456,1002.3074239917228,786.3331723058177,1087.7613080520125,784.888631773553,1006.623458694133,1,0
5,190.1347066584117,1054.8382014513545,281.724322930424,1112.7812388782377,268.179479532031,990.3291916128996,388.5900634844994,1147.0992210102293,380.0579796841923,956.3588986477372,385.1608109443178,1139.560571091741,474.9889246664059,945.390059045796,490.4955599304913,1098.6562946664333,487.32281703477713,1008.0911916358608,663.6180564672026,1096.9811029595369,659.3761663350078,1002.6004384844556,786.4788411590615,1087.3315819846105,782.9680148646797,1005.3369342431176,1,0
6,189.2610183338815,1057.403419264794,277.7853747245084,1120.1745506807954,268.21270906723674,990.419581943711,412.6762355908616,1154.3059966390751,378.69633468756905,956.9058418133784,387.8737835084198,1139.7091777950066,475.2820082293685,945.2230308022596,497.3244691608166,1095.8610107511568,486.93561258799696,1007.8065063566256,659.098397690236,1091.717314485414,661.3301507332235,1005.790512454939,786.391571104449,1087.4574088069292,783.7914222548625,1002.2246800968528,1,0
7,189.95248330740063,1060.1281255908436,278.0778790140338,1121.4682762487946,268.48465283298367,991.3770910258858,412.9024951076631,1154.371949587562,379.7847636933444,957.6131697633002,390.56133166091183,1139.2035201364893,475.8330469416704,945.0523942643276,498.02091655557575,1095.444890456021,487.1921409835121,1008.0815614452264,658.9322071546695,1091.544659213053,658.5302858141836,1002.1486375123416,786.3844028467939,1087.43258765653,783.2022000475264,1005.073106304676,1,0
8,190.63304588605584,1061.3097437929357,277.2030796899287,1120.6561718785877,268.3158746528377,991.3434795348808,410.8144012074167,1153.4916845093223,380.1160531856304,958.181907995758,392.49147945944753,1138.1389427885774,475.7253037565551,945.2246883036372,497.85724401784034,1095.6635232290566,487.2250591173904,1008.036064915934,659.1179282457528,1091.4975018189464,661.6049801512719,1005.042629536244,786.3669590150116,1087.4437290390654,783.9724234393731,1002.2550478899506,1,0
9,191.23237825649147,1063.584586317972,280.15831378098426,1118.332782776193,271.7936821938801,991.7798678967816,411.71563013322327,1153.712363596965,380.5125101024989,957.7646643129192,381.971148576476,1135.9465110941376,475.8600072649893,945.39188606436,497.7660590123448,1095.4563328660995,487.7130290156688,1008.1602873791676,659.037432676794,1091.599202713136,661.7190253626076,1005.1539350589526,786.3586496221693,1087.4372315529424,783.97654331242,1002.25636770233,1,0
10,191.16840503925772,1064.5564929253037,280.1128833408628,1118.9752784745822,271.95230350072734,991.764717634595,411.685320404013,1153.4691306512905,381.1669604241925,957.526129414981,394.1723360971914,1138.7389078357485,475.8007127689912,945.3597396861798,498.0787206781236,1095.4858658543235,488.0091194430625,1008.2536617506086,659.0127174565944,1091.6131313752817,661.6976746161055,1005.1849674670508,786.3720592999799,1087.3965588639012,783.9988892038094,1002.2620229840192,1,0
11,190.7052963514787,1065.087279488636,277.66847935392576,1121.9081235685217,268.4035759815469,991.5507317850644,411.7278404136628,1153.6427566113498,381.10917295994153,957.3216459455076,393.5989719187485,1137.895602212944,475.8078398413094,945.3772914418396,497.9639803386633,1095.502500737265,487.9700529745868,1008.280219443137,659.1241723446294,1091.5814827856643,662.1810933672405,1004.576364442936,786.3692305705017,1087.3993010734655,784.0190814034371,1002.2700272895764,1,0
12,190.5621709439162,1063.5778971159837,281.3977821409625,1125.834237126022,268.2069149935044,989.5768171614536,399.3618224780178,1154.593095520154,380.6443747525407,961.0686188528944,387.69274482181385,1139.816595185425,476.8881436163179,953.050995097276,487.68612394097255,1094.509799349054,488.48915965721415,1004.827350781824,669.7941821263267,1087.8809535512148,663.7002664176633,1003.379501129756,792.5267612174521,1089.1220810306502,783.3117041569227,1002.1269097142496,1,0
13,191.8462406798364,1064.426659577739,282.6695150268713,1122.2931428414597,273.37663140811594,989.571462570964,399.806013367731,1156.3246177208066,380.6844058117414,960.1014533452828,387.9343889035546,1140.1651608637376,474.2762336743358,951.0399538554487,492.8904437398724,1090.725758010898,488.9850645970616,1004.9987757092098,670.0604717815186,1087.7094236846183,663.5612863309981,1003.3048241003572,792.1533836592932,1088.570205722111,789.0265888665525,1002.825016467384,1,0
14,192.89104570803,1065.2882340408091,283.10889895157635,1122.9573192498335,273.3755579106364,989.518507285472,401.25293394369015,1156.4256711535206,380.7408692343802,960.7164939863554,388.8030760557971,1139.9558972786842,477.329115352953,953.5875671072798,490.3673359135502,1093.8903041730289,488.9755591552496,1005.4547500330066,670.0946251406626,1087.5600575174506,668.7252846805884,1003.9846014713734,792.4980225581651,1088.5675909867805,788.9195940491436,1003.009381206661,1,0
