FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,start,end
0,152.007383066284,1000.3787704568678,233.2019247841308,1105.8316840536888,227.76806503960617,974.2644164949372,228.10781560731647,1263.2201834516786,215.1676466189063,856.4628733649664,153.74161556576254,1170.681720091787,154.38939227239362,952.57119183677,493.21849064027066,1104.3726792289965,494.5189186562487,989.8356665415768,677.5190010120406,1095.3042362613944,705.4135658155027,973.5635517240884,805.5056122778606,1082.9420453533369,886.4354909939015,944.831061324681,1,0
1,152.3918428284604,999.7368559602602,234.235420921534,1106.7576232506544,232.82320384706412,975.3082091522778,226.18579488116836,1257.4187577672956,215.28000356627064,859.3653191335933,152.64822824723697,1169.9982886836426,154.11146156499538,952.564863195146,496.7426991555718,1104.4425149282754,511.7262193657487,990.4464140926364,679.1666662863544,1092.1342056801352,694.2060981026241,972.5374171069928,810.0092389090628,1087.4714013743628,885.5720574834102,946.4378636098802,1,0
2,152.36043549328073,999.5106285482012,235.63487455965796,1105.5874393863944,230.2164897869095,974.8646701249368,227.860804038178,1260.253952889649,215.5243484685573,854.8549719928908,151.62324508547937,1168.9760327812155,155.10643233558446,954.7426262714688,496.77309594321775,1103.9088600265202,494.9460809159496,989.0008549406456,680.0686291817416,1091.3946883000494,698.0591758857003,972.7541959539748,811.4168023753073,1086.636344915274,884.1314499833958,946.5077907946248,1,0
3,151.34751293842132,999.808175607607,235.2803150172041,1107.5746207478992,228.30961170370156,977.9885220720348,225.108639649824,1257.4988506017232,211.01964164307276,861.3210469847826,152.0702593472286,1169.637706793029,151.96315135385342,957.1331334166628,512.8793605809403,1099.246350357762,494.1385134732925,988.932102267835,691.0112142376844,1091.690939763817,700.5901588172069,971.9511486448672,810.5963676958617,1086.709669170618,883.1749255573485,945.178940189314,0,0
4,152.22123407728495,998.5221348187224,238.3454590439021,1107.4749419515751,233.3925740523518,975.834286232191,226.22184996487104,1259.0233886180602,214.58707668071293,855.813197486984,151.8537001491988,1169.2566563748508,154.26329415548295,952.3186865700771,493.4087601997762,1105.9237312447228,494.4207689759015,989.4964976314234,680.1705920215701,1091.1791889042122,699.0457642682971,971.4330112925354,810.9406208588955,1086.5236819097,885.0284163942572,945.1838185172325,0,0
5,152.04799783555364,999.4365011042836,237.136475869366,1105.982722521354,232.99250571718449,974.37466522598,226.3390843610925,1258.6500996653426,214.38620809150763,856.3245883748253,151.7952802556389,1169.4982452728923,154.3523294872983,952.3781897932356,479.5799763832042,1106.3455127601148,494.0631476552341,988.8138344321158,679.670533724662,1092.7596110863165,700.0095969151768,972.0796144192576,810.5363147869531,1086.4619749631188,885.2225084887679,945.576807788678,0,0
6,151.71971018509683,999.0571028059848,236.92423276070343,1106.5543479274777,233.9186822422459,975.414818645312,227.5364912749887,1259.67002403377,214.5012524658124,857.1477911176269,151.26450941683566,1169.9361512172231,152.57247501913994,955.0431371908868,478.7128743641708,1105.5503952564518,512.2732704668578,989.1211287297368,680.0000512429424,1092.9878498332455,700.8168134453703,972.0787520342064,810.6280556270763,1086.4080940599742,884.3338253532181,945.4128739064796,0,0
7,153.8945594906652,999.6310745452276,236.82269717688987,1105.7727862490528,233.49905187658896,974.6365699515808,227.089681098303,1259.284325346712,213.35301799798967,857.0497930303907,151.8040433568669,1169.9767895992147,152.78260160329592,952.11080468463,478.3802200634861,1105.8701156326115,494.2614640929144,989.1694303648512,679.351680195068,1093.5625534562134,700.3699096808663,971.9520567726512,809.9462367282266,1086.531310183086,884.7943972921184,945.3714336812892,0,0
8,154.63048771856975,999.2495559367252,236.23245973425816,1105.1341019966076,231.68871054878775,974.6917834481626,226.68184631357576,1259.7258597660557,214.21371586456095,859.676135621642,152.12174168798796,1169.881418692023,152.28930741199744,957.1713447430658,484.5155816146394,1106.310977753605,494.5719238499516,989.608974975317,679.593337000734,1093.2099778892186,700.3726550351503,972.1706088232172,809.8950704765567,1086.6071543248588,884.6240232638792,945.5356285661394,0,0
9,154.56085034557682,999.7360648800573,236.41026855290167,1106.0422795594925,231.4662307074538,972.8221642734547,227.2129101374989,1260.032847318292,213.7255035420233,856.5634680249777,152.6432347762724,1170.0108921519104,152.37522504729628,957.0782905707546,483.8118869399528,1106.1216189842028,494.0381444725165,989.180448981964,680.1405421283062,1095.270495614438,701.1107796469342,972.1838177100076,806.27386413098,1083.9273085443524,884.753856187679,945.3582947539724,0,0
