FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,start,end
0,227.90750921470132,977.2484746143978,339.02256364165106,1044.366172325252,333.96202017954016,920.6954438085507,464.663787167156,1065.3205031844118,454.4663499948727,891.719328959491,573.7946087424249,1068.9569078343131,571.2229038928048,881.0495634170073,565.8756113734449,1019.1231346831088,560.6603838222389,924.7004402042924,763.1075514060468,1031.8790325358193,756.3176122102377,903.7121963220692,941.1245160543097,1035.6957269538248,942.7540651378456,891.051503895487,0,0
1,229.29079275292443,978.2020276228704,340.6164817165181,1050.4510220002817,339.30262928976344,912.0359973781342,460.69010398477815,1068.6392958596907,457.2089478749447,889.4222405830961,573.8173162611624,1069.5506485063831,572.3415679584399,876.8517279362171,564.8821219356224,1014.5690657302442,560.2109506753393,926.9303209023122,761.0319001652949,1031.740853157576,760.0311755017899,901.1672415302396,943.0121237527874,1036.058783156306,940.9908304598924,894.0197982619915,0,0
2,229.0748161767332,978.621798591698,339.9186989792922,1049.268004608715,339.65725446088413,912.7475794022088,461.3862969010332,1064.011012518082,458.8148063491008,888.7265561767399,573.6174622375726,1069.2745803507876,572.9282219419243,879.2270579958208,565.9657289085834,1021.1059610673736,560.0053159716225,928.2674643960096,763.9257078331996,1032.0805440730337,759.7190268111011,900.7733320226396,943.138346430229,1036.1393519169617,941.5585117315284,893.9013003672335,0,0
3,229.33838090288933,979.0385713934636,339.4684263881688,1048.780658842447,339.5169644796026,912.5350828822444,461.8708494208724,1063.5868872447018,458.83048356431976,888.1650042621465,567.6438097215907,1073.5818385026807,572.5697139645739,878.612203268686,566.1854563639905,1022.018626799573,560.4420010848224,928.4090596800952,764.1934781514776,1031.4428661607103,760.0388245898818,901.3499084069044,941.8693880296962,1038.2068805358238,942.2984709324236,893.2593320556462,0,0
4,229.2189132903735,979.7238997796456,339.82809441917425,1048.6618515115551,339.81432662983707,912.482844681358,461.119867282664,1064.0950405729072,460.3333719995149,888.4170951534948,572.5715254497155,1069.3246955507211,570.0319659229373,879.5409984434466,566.9690626464367,1019.228229957149,561.159501888042,928.636438732722,766.1276165747673,1032.012882498938,759.3625265352127,901.1396505900992,940.6506569890888,1038.513987994562,941.502513067,893.4798281723572,0,0
5,230.15402067157163,980.4277849162352,339.57584025800924,1048.9518900359055,339.73887241398245,912.7394600671324,460.7355056286478,1063.8573855498887,464.3184598369623,883.7874220400327,567.0330479179154,1072.993206890255,575.5076120423712,875.0396396656583,565.421077941577,1018.4796528252148,559.8323830950554,927.4793951411532,764.4907331528682,1031.5837860667996,759.2792330420683,901.4483144789564,941.0553822808828,1038.9680538836164,941.6185552649132,892.8133605912186,0,0
6,230.3827174897312,981.1469501436502,340.38049743761474,1049.156812097464,339.7857286034077,912.6936850453194,459.9890036514738,1064.0791207565096,466.1835843595944,883.1594590769369,571.8643986636237,1069.7429523005546,573.1871953401205,872.418577038655,566.2101943533194,1018.1777521339434,561.1804896678353,927.23253775659,764.5788362897418,1031.7417195787507,759.488753230736,900.810633875884,940.7964517422242,1038.6761873316714,941.9162629701692,892.8281153133037,0,0
7,229.8668898965664,982.1477405960118,335.7730181288502,1045.6933620657492,342.7726881277732,912.4134206666744,457.07960314806473,1069.7769391510435,452.5400106680564,882.0228994847396,561.5817606441376,1083.8020961377483,557.246099305866,856.5440541028452,558.8593671225757,1022.142619203768,559.2810513976336,931.1014096654576,743.6062368087868,1033.5583824589355,734.5806235919848,910.2791266402808,925.1345052334668,1037.2533670687485,942.1283426768448,892.2783549334704,0,0
8,230.18334797981964,982.4555905332992,335.71946329506227,1045.8654408451391,342.270985765792,911.3056702512228,445.2059241048071,1075.9348016272215,448.5738453164367,878.0208462638772,551.9396331747424,1097.9361695143164,542.2591366042396,848.3105531534144,560.2589721084415,1021.8062096567036,559.9232962103597,933.344712660297,760.4164157763258,1035.691512231876,743.0074542458563,904.474610630683,941.3392959118509,1038.0154658660215,942.4342928069156,892.0024845479255,0,0
9,230.06601865641932,982.6340719499104,335.36787411946466,1046.2451620333163,341.5639922460747,911.4702250237503,440.7443346437769,1088.0436429620052,446.8992053206782,873.8397916391613,527.7127029805871,1105.3921124096044,524.5254702127801,833.4000124850754,545.0853752066781,1018.6957805109412,561.951169781629,932.3195547850844,759.2529601455509,1035.2386398371489,753.9454265440703,901.698188193137,941.05518003744,1037.581200862439,942.5317982548388,891.9082087755729,0,0
