FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,182.39545566052857,1053.4386830326391,279.31079656156976,1113.4906252511366,271.62017891713947,984.88066438539,414.4593169134212,1144.5294487677809,375.668323427555,955.740066741338,352.1062183256112,1121.8762906625989,473.59353431334574,953.2224849389812,498.4570846756041,1095.021817265496,485.87560849630006,1005.6716513090674,671.2764236489879,1093.4575516857003,658.3213489170347,1001.6887441126412,793.1857105349378,1085.9575415953918,786.0332760854257,1003.221582416924,0
1,181.4494036946092,1053.2191986375483,279.4357013082318,1113.8727492781618,271.4190029446883,984.7444344547896,414.2217297547815,1142.7126537045517,377.35225289323705,958.3515812455514,355.2629207045576,1124.287486976775,471.90488460625096,955.3352462465846,497.22949376496905,1094.532478326914,488.3962408494887,1008.4442676821674,666.1750618348041,1088.108738906939,657.9831858264143,1004.3551835306072,787.9185573146309,1081.892271076906,787.7464891627178,1004.5123387434132,0
2,183.75970839213952,1051.8791598979385,278.2559295872563,1113.398461716741,271.11304209973315,984.6903127296108,413.45039536336,1143.4659060128554,377.548065061532,957.572236071607,352.4303208091944,1123.187650054102,471.73426346599047,955.0848491817252,493.6171057692429,1095.4726832023357,485.23061397636815,1007.725520193533,672.2808476263276,1093.3957001113613,658.6231209118747,1006.7920482447709,794.5474370651344,1086.5083769294465,781.3902635413122,1004.8212374001196,0
3,183.7045876784504,1051.6891748567086,277.99328901987855,1113.382446378754,271.36273105060786,986.293700454342,412.693591694528,1144.5554151682186,377.8115102497592,957.115700726646,352.538636236104,1122.7637871287484,472.7787316450062,955.595811651876,495.049992525376,1094.486369652226,484.2767133576352,1008.0860200163024,665.4021222197653,1088.749992824669,655.1935958118215,1003.6927749443196,790.294454683718,1082.2586922291707,786.6615026274644,1004.3970381311422,0
4,183.64197123345224,1051.6241064919525,277.7817638084699,1113.7190967478532,271.0901725183693,985.9332625187994,412.72740519093287,1144.0618900968957,376.9182910348721,957.5940311384236,352.94900961133067,1123.0066258796955,471.7822232885075,954.784688059676,493.8788087842368,1094.7959746305423,486.5683016634421,1007.9102912359076,672.4842509553708,1093.1952581468704,652.5170032100652,1003.9672569033856,793.5236995086868,1085.8166297615494,785.2416446894135,1004.5502217984392,0
5,183.7292620481533,1051.536457361674,277.8442851588692,1113.3719578391924,271.3028683308972,985.5436783902004,413.0319536801897,1143.5550296735798,377.8830729535404,957.2889345100398,352.9233608568288,1122.834513465943,472.1955526324645,955.8152328143656,493.7926423627161,1094.90070396272,486.661011530922,1007.8646359524248,672.3282288450878,1093.9115436001791,652.6356568262078,1004.1135744519484,793.5292042805407,1085.6596151403785,784.8671904527939,1004.0976438725548,0
6,183.6899417708537,1051.5529180186186,277.98290897562845,1113.4460045606402,271.4456267536694,985.2738420092649,412.94220446920207,1143.6409264535785,377.2248093886555,957.5010745057632,352.86048457588424,1122.9242445632522,471.5339647746985,955.681456846844,493.94733850605616,1094.5332922784833,486.72900015107984,1008.0345311890096,665.5259728896757,1087.9610208235272,654.1248530622266,1004.0282736728508,789.7754169781589,1081.8395260061789,784.5815806891114,1004.1161064467476,0
7,183.66111605313105,1051.7486141745787,277.73874622637646,1113.5409530202403,271.20667411695064,985.2272853248704,413.00262168417976,1143.8026465220455,377.0147477634861,957.6732999309734,352.89955774116265,1122.6788213479003,470.7513911392351,954.7445932089802,494.1458129882812,1094.6494438401223,486.0893369558109,1007.6732806472723,665.6749928230116,1088.2845188115643,654.6554822636518,1003.8930904436075,787.6181789244414,1082.4428632345207,784.4947116055631,1004.1498511298277,0
8,184.0123044250845,1051.5286461173569,277.8862125014763,1113.51980642393,271.36375967950903,985.0509363268336,413.0766568475333,1143.8295075965227,377.54835871633225,957.5858371350628,353.0000405875852,1122.6929289448533,470.9787114295909,954.9759707146056,494.2127515497691,1094.7463773997897,486.2131635172314,1007.9782151580296,672.6063711714527,1093.9816329025505,654.6465741766444,1003.8928751836884,793.7804736768625,1085.9295941310102,784.4856809670655,1004.0281996772536,0
9,184.2676501652354,1051.4434886206432,277.77585722845146,1113.462262066036,271.3539113613967,985.0121478347723,413.0559476547341,1143.9138854487169,377.80201552283154,957.4314836646424,352.90471026119235,1122.8516158665218,470.9472444928669,955.268051517439,494.1943326635075,1094.8310108731373,486.4617595498986,1008.2110133791216,672.6689286845868,1094.05754633111,654.7243414681661,1003.911320268013,793.860421447357,1086.0791661404758,784.4936414564849,1004.0408663781228,0
10,184.41944324458683,1050.9428330644978,277.81557328679315,1113.5171049119444,271.3643222109394,984.928386164097,413.0610874508385,1143.90395523957,377.74377476874497,957.3420485497222,352.82012160639766,1122.8687249939728,470.9738589263241,955.4022149528153,494.1762111152877,1094.7367371188466,486.2907292349906,1008.1698462649534,672.6233274759954,1094.0662589763388,654.6994233348435,1003.9318453013066,793.8618050068035,1086.074601284815,784.4936468139271,1004.040826016888,0
11,184.88758792802787,1051.3196119186548,277.3074935595608,1113.319733092051,271.237096352447,984.9057058408628,413.1124532672301,1143.657680402163,377.76091690956383,957.3752281755144,352.95593544472644,1122.8706905861095,470.94905396896775,955.3712148337046,494.2162579956848,1094.6451332602408,486.4718958305289,1008.0805147438696,665.8994281307463,1088.3326186405045,654.7011055716922,1003.9404207183368,787.7216632778529,1082.4977474506948,784.4935741536174,1004.0410318591856,0
12,185.33456468768173,1051.884283084015,280.81994114988646,1113.9813398351396,275.3397545981934,987.1818413548748,410.3858460127455,1143.3097107247515,378.0882418946265,956.0914516519048,354.497455056219,1123.6824438135734,474.1648072477125,951.2019665428684,496.672951955014,1094.4358777474342,493.27881276064943,1003.1699765420504,667.7900406846144,1085.9215070849216,659.7677297306928,999.524907007715,790.4905943256671,1082.679639727994,788.7498662623689,1001.915165931315,0
