FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,291.17835430857104,977.3422593250598,337.8226961550073,1043.7760769453755,353.694789673169,935.0226731479036,268.8935703232942,1091.301642199985,279.52681666697885,875.7557636740277,170.31344963143178,1130.546130110988,172.04975043843717,849.4290060229725,569.4900251520005,1025.0988455610536,572.4168935956818,940.8981643889776,733.3999853047344,1048.1294491534543,736.6525768582625,922.8055661640826,865.2190455224641,1054.2284111342476,872.3141670599094,918.6987425771204,0
1,288.6477066357517,978.7179800870224,340.3894935875782,1042.1957422126138,353.1287879596606,935.166464083165,268.5776339209746,1090.5999850035591,279.5765136401272,877.3701602619068,167.96151978451812,1131.5749541316989,172.72056381166058,850.1910685161561,564.1073822200066,1028.958266886782,571.9967254767647,943.3726636002294,731.0523782439907,1036.656429114191,736.0702121769343,922.9047572621522,870.2397456869812,1052.7930862460394,871.5223598728254,919.3145447001574,0
2,285.2271003375903,978.2512198959004,340.12041739276543,1041.8302927570778,351.7586201096077,935.4884942676284,267.74049607612994,1089.9547124522123,279.19836795841604,877.4347695176169,161.76759469338603,1133.0851316206777,172.90443390646587,850.5955082699273,569.6986754259921,1026.5089366052364,573.3229917667621,942.1539571230944,728.7140864358611,1043.8679283528886,736.3140936604711,923.3943659483205,865.5069544659478,1050.8845581682529,872.6016229646879,918.9109572411284,0
3,284.70205158189,980.3661539833132,339.93627138968714,1042.0621949587562,352.1065290572584,935.9105288290436,268.1220477517156,1089.6827893954355,277.17160873512296,878.0517532158038,161.0566982770307,1133.2935052405028,173.0589050372338,850.646613665489,567.0975659200521,1026.234345670836,566.9032129850747,943.0824040981184,726.0204488806359,1040.0848198637727,736.0127080711493,923.771135384856,867.5338322226495,1051.8511478555808,872.5298747594707,919.6188139232268,0
4,284.2425343894214,980.9241036576966,338.91384372785586,1043.5694435674598,352.1001650856127,935.7675935519608,272.9932866635961,1090.404607028667,275.9414007139764,877.9894741487188,161.28107599226178,1132.75552899587,173.3586432130811,850.8766040900102,569.2342555042361,1025.171268415486,565.9733753179543,941.1400896306428,724.4054398952131,1040.1629107809522,738.6203814482967,923.0313785281102,866.6673945264481,1051.34584537593,872.3853671318222,919.266574699856,0
5,283.0685527240966,980.8391742019598,338.9657921660861,1043.8561025110787,350.59940891241064,935.3709771508773,272.40096735241195,1090.691926551163,279.5245350662846,876.5868778495033,165.87660418685297,1130.2594146616402,173.4612168013197,851.6700326441668,570.1199210604703,1024.7774342488578,566.5738427964546,940.551771490474,725.3726992960559,1040.5258921469774,738.3538567353287,922.864650303086,867.2588655201449,1051.7110674631765,871.7998181207902,919.4139611484547,0
6,282.08639695523465,981.871998021044,345.8858448817299,1034.3014707992745,342.66826957037915,930.1491293812568,267.58315335634626,1091.086690371567,275.9176886748275,877.750412536666,167.2584305007994,1130.0102163254558,172.7938295123791,851.719736832192,564.5446285252763,1026.4552965241264,572.9034652015478,940.9313783218194,724.9873639269209,1040.3452160882214,738.4211247795114,923.1831515702494,867.0477260445742,1051.5033954561502,872.2654762813731,919.4242404822828,0
7,281.48750992218135,980.7990067010412,339.5494935292416,1043.4616266008163,351.70281297363755,934.6812709160888,268.356754615496,1091.1902667178028,275.6325200630257,878.3290207727616,168.71135810881813,1129.4693165820456,172.84375015873903,852.292673305761,570.7102348466533,1024.358576116625,573.0868866105693,940.818572033862,725.4704377927147,1040.366045848838,733.9341624722524,924.2331531308838,867.8413982912219,1051.6749280134954,872.6022745635946,919.1952288177064,0
8,280.96228972833086,979.5978455890372,339.5704732728717,1042.623576683476,352.19306782101154,936.00387494762,268.79813016933645,1091.159882780211,276.1137750771948,878.4648407004845,161.66545505796512,1131.14463525866,172.75411479339795,852.1649410968139,570.3901283452662,1024.4583706151554,572.4512006464488,941.8786289234708,725.9024980939411,1040.245924759752,738.5721698259965,923.5201355922233,867.9061061477164,1051.4103372477157,872.4714562052712,919.1137280488698,0
9,280.57626592787403,980.0508304907066,340.90041409853376,1027.5222269320295,352.68699050724734,938.8237247284856,275.2077646342304,1089.1516207457466,270.94530460273336,875.5382892684321,161.0467629004827,1130.384923134719,172.543963765912,851.8524129560641,570.1221477473821,1029.454644824721,573.6271257239293,940.3974496363544,738.4773377417278,1037.7164873491747,734.2185180922013,924.5935399421955,870.5393793927057,1052.8935628494387,872.1497401273451,919.2399241764874,0
10,280.8438956132946,980.2507988833752,341.6706897254418,1026.972131553947,352.689969245107,938.4969621892365,278.4971149380092,1100.54182356723,271.369694386099,876.0217159587964,161.55724677989943,1129.1527357108448,172.42561786785546,851.9907779959876,570.9071898243362,1024.6908782353566,574.5559079749376,940.3502646620708,725.2436746763469,1039.5968684267243,734.1166757948222,924.337601279792,868.0029003951887,1051.2244966326175,872.3051481408166,919.1843629005988,0
11,280.336916840433,979.3457668060596,341.1171547799178,1027.411929767505,352.30287797429315,938.2236957760264,277.6211061713289,1086.8601301362812,271.04805364720374,875.5534193500013,162.2422640717386,1128.448510194508,172.5160032751036,851.6953882445841,571.0214881748154,1029.806726639276,574.2561456906004,940.4384889399454,738.5467701925568,1036.9229504923712,732.6722825922178,923.0825733910756,870.5159888000885,1052.780984602458,872.2799353481734,919.3405595340772,0
12,280.265257033012,981.169378881854,340.61041709195496,1029.1437072529675,346.36532122509067,934.1419344978416,272.9113358794015,1088.0614893546797,270.50636936381204,874.614662770223,166.8829843002736,1128.6501145678176,162.12749292698575,849.8810545439934,569.1393932843549,1021.839702754753,568.217193990442,940.8703480986092,730.3543075442469,1039.948275788228,738.1114297973473,924.279790537748,861.2724951060757,1052.3810706884874,878.2675881999676,918.1468760135156,0
13,280.0296514583037,981.5015612622556,342.3064158703788,1029.8137387311433,346.15326562690484,933.688708774138,272.34301975086544,1087.8317505151888,269.90471922994743,875.7768174394977,165.82072137701184,1128.776659142174,160.55055124706968,845.7963791846529,572.1236051105553,1027.0312943973584,567.0906173175271,941.990169886716,732.43018178853,1040.823593419935,733.474035201054,921.3983892010556,861.1503882835992,1052.53645740652,877.8988659242349,918.0076674237836,0
14,280.1756591697663,981.0953442687764,341.61860467243565,1029.7559616234616,346.02626210226344,933.0924899222482,270.6891920786685,1088.934899749868,269.8744510209142,876.6635578051812,162.568008276514,1128.5882784652852,164.16076412126515,845.0532790722872,569.1902729128675,1031.750553307684,568.0111661844043,941.9482668526992,730.29809324267,1040.3436231648195,733.014509302742,921.5216517395872,871.1639191983425,1055.3846427923088,878.3196936782222,918.3406247398945,0
15,280.74141176221275,980.8709976902612,354.5412441099883,1029.6731383514966,347.44662985535064,933.6065736612268,267.10368103106714,1088.3289057432423,270.9770943253496,877.1975288699429,165.8389406985517,1128.1816417097082,164.4898677771361,844.7018605273581,570.0715145612104,1023.1548547569572,570.9570796654035,940.4793452726052,730.7463685123755,1040.8249419896945,732.6094284107222,921.7559809968544,861.1819918350993,1052.8947373613728,878.2769021132212,918.3421799928104,0
16,281.35207177448643,980.3585606896642,339.78562547264545,1043.0864998665388,349.3304223853063,932.4735867110008,271.54041999648234,1088.4973691650212,271.5744561615784,877.3197104000678,167.02200322839465,1128.088174507427,164.21958615782975,844.2381785530803,569.5225910340546,1023.4984566760712,568.1671099420952,940.2054054994604,729.8939411971907,1039.947154082243,732.5297411458545,921.95902693368,871.372787118423,1055.4136349399855,878.0279250324779,918.5859214900436,0
17,282.22263537085723,980.5691279426032,339.5798755839215,1042.5050195922404,349.98211638670125,932.497481907404,271.6023640824852,1088.7315652302134,270.89892120758174,877.1854675875965,166.8838381426232,1128.1065805758913,164.04772075161975,844.329162194044,568.223014181705,1022.2409055374898,567.5689280823706,940.1005752641958,729.9383222483224,1039.639403786754,732.1532060452028,921.8214227030332,871.4607214958677,1055.4680001779482,878.0533263401185,918.5585000670894,0
18,282.5609283794508,980.6564750363073,339.6607984088952,1042.2029238216674,350.9938586300774,933.0254754732848,271.2366932049219,1088.932926085484,271.03712714384994,877.0008916245237,167.00368345481365,1128.169860937944,164.20649390846916,844.3112108621591,569.0113926057852,1021.8329261034224,567.1995327779623,941.778763120092,729.3427688836741,1039.2865418231636,732.3990624158682,921.7864174040516,871.317383129978,1055.621848460246,877.9446556478234,918.6114069190996,0
19,283.4563109964636,980.7824801207464,340.368442857839,1041.7480688494502,350.72889494182846,933.9523147257876,271.1868957797324,1088.443178825743,271.16768801010784,876.9485969179085,167.01928633552222,1128.1975934787502,163.8034240663129,844.1450463490484,570.440114620293,1021.9532012378882,566.3885047624883,940.8968048880506,730.3128188422194,1040.0223551350075,733.9719558785268,922.2588295134266,861.2723236679255,1052.971643003622,878.0063579792474,918.572861939822,0
20,283.1708564311847,980.5249606433116,340.51130709009453,1042.3942333840869,350.6416068058485,933.7759590008784,270.143390600951,1089.007446378754,271.4845941094645,876.5658311472494,166.63430053949045,1128.120857353687,163.9665863076794,844.4552480009529,570.2269232443622,1021.5903819894896,566.4814788188363,940.8542984535728,730.2557828429461,1040.1352794795769,733.9324025524918,922.1321530871144,871.5710767688925,1055.661373544843,878.5221035365785,918.631643369564,0
21,283.3374976615757,980.553467783483,340.5387050494726,1041.6955844450313,350.3092813181784,933.372419302644,268.13038661048995,1090.0170678693,271.10446483478125,877.1657968671072,165.7933863675796,1127.9430035542778,162.86778294993624,845.1531717831558,570.7792045484128,1021.2990720862418,566.4445934990138,940.9887134739796,729.4693103289262,1039.7829861048826,733.8420245117267,921.7501905050284,871.5817702235108,1055.648763349703,878.4704517667097,918.6334750969388,0
22,283.93175184649203,980.2322354060952,340.6985470160396,1042.1858833083154,351.18033846891126,933.8471454561502,270.3127781901465,1089.1498179439234,272.03261624697126,877.2122661021596,165.3824082710653,1128.1392015349245,162.44388471189183,844.9380356384323,570.5924963486054,1021.612505327683,566.8594383294312,940.8634940882451,728.6093497803369,1039.638212121295,737.7038891696806,924.6063088915264,861.3931072021801,1053.003410658882,878.6540797720959,918.6282853148248,0
