FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,185.097880927732,1052.1774872745511,280.8691680074823,1111.9440526913231,272.40570517293185,991.5214624902416,399.4842587831892,1141.2973970949956,372.7954861277567,960.204953005172,376.6654070394092,1128.3837581188866,474.4764193570815,956.2906646167944,497.220015110368,1099.2240884459957,482.87321485065513,1011.264833202264,672.6760822092758,1088.6277383079782,665.0520562319514,1007.292004206179,790.7093293149077,1081.7875345133405,779.3138414985647,1007.1804995680452,0
1,183.8650115971757,1053.0936455989392,279.78915453887265,1112.3820393581236,271.3997305509173,992.0114371182724,401.4061313425766,1140.4764058535632,374.6689394639589,961.2541298512411,376.9086014309847,1128.4248673819516,473.8990933501364,956.7658280170114,501.77435528937485,1100.2879890705365,484.2889711853741,1010.894935938648,669.7343538951501,1086.334829001108,663.854094655368,1008.3452669545889,790.2601908273288,1081.8539196633835,780.2285001925901,1007.21716102303,0
2,184.1389349378132,1052.9306945128094,280.67478393237207,1112.6677915193334,269.3143947288801,990.3872028157432,400.47760089135136,1140.2740864189648,374.2313301919805,960.9960358988968,363.8127183852177,1121.4204010973951,473.92543053596006,956.8907608379782,516.3369519812853,1098.8373067324694,484.3481401163208,1011.1437131726155,668.3734286374016,1086.1794939118215,644.6319644069795,1010.1104184724584,790.1584288915825,1082.788393874102,777.0994291565972,1006.8879398118916,0
3,183.8641584245064,1053.321788824279,280.00052438445766,1112.3128036958694,272.20759030901405,991.5976645016304,401.1272282594202,1140.2800666085943,374.6503384246627,961.5474161096218,364.5891055143081,1121.1159105602212,473.6336615553757,957.0367003363078,515.8029221434276,1097.2635656801067,482.04344616754776,1011.5244420462896,668.1228516904833,1086.8346531158156,661.116374056733,1008.628620313074,790.9671522023929,1081.8365875401105,783.5433405366458,1005.0745566183816,0
4,183.65107017933775,1053.1202160725254,279.7335255378554,1112.498616058103,271.4299897192668,991.3834781913,401.0239019505534,1139.8711723198703,373.08212066967866,961.0261009827334,377.3583091467967,1126.814049153885,473.01291615817263,956.7441621061462,515.376954593336,1098.0545490161187,483.7159686342792,1011.9912425986464,668.1784030085887,1086.419295311675,643.9794252690784,1010.2944737756015,791.3982776299564,1082.8818319826596,777.2556628858468,1007.7642279631248,0
5,183.54410348850047,1053.107338820548,279.409569044572,1112.2784697387606,271.31491286546884,991.3328194600708,400.2091903587311,1140.2805489253508,373.37678199936727,961.2329254038276,376.97286662881794,1126.8402287961806,472.8747905835373,956.9256423625064,498.6431566791509,1101.322092340765,483.73229677872473,1011.9792284044074,672.656952122563,1089.9847519739335,643.6770083721344,1010.55205110414,791.4677127595065,1082.6892152627893,776.845960530255,1007.976642415245,0
6,183.56265497145637,1053.0259826794695,279.42246708665306,1112.257492659637,271.6257640506263,991.2596257060526,400.5369988529517,1140.2747853410149,373.0005797298119,961.2304593323786,377.0522947274197,1127.020989277186,472.86509093444585,956.7961238325738,499.3460946151277,1101.1454069991046,483.78617657486575,1011.8148088420164,668.2875850017731,1086.3807382240268,643.5881257274216,1010.5744408264834,791.6823988618094,1082.663830232305,776.6711143771445,1007.7993126392016,0
7,183.9032972184517,1053.1216152620002,279.51619553783,1112.2329530288507,271.6270511761133,991.2568623068402,400.2578198615224,1140.287126461256,373.2232865927588,961.3250701029804,384.1940196499868,1139.8919099223342,473.0200469137323,956.8076267845048,499.4739432762751,1101.0972372106908,484.2274101564881,1011.878794852992,672.6212407522611,1090.2691775958913,643.6248724234274,1010.5129773926858,791.5794783791888,1082.738567845599,776.7729519867618,1007.8534827978624,0
8,183.8516816113178,1053.0947326615312,279.5000776729906,1112.1004524763505,269.7906137473871,990.1155851589768,400.16158144867774,1140.235913435735,373.3540845258338,961.1840062418202,384.2053693912739,1139.8079531723572,473.0970038921222,956.7604364287232,499.3901850250204,1101.0994247896194,484.0442063935556,1011.8701925284718,672.5582934852074,1090.2561745513983,643.6960138983162,1010.4553025334658,791.5855430037519,1082.7434138004437,776.8287162631943,1007.8759788047907,0
9,184.4193193537361,1052.736807885545,279.68215302466103,1112.291694770045,271.662686202864,991.2840388716364,400.1469208081149,1140.2091243387931,373.32596465112016,961.200551657358,384.27345980283343,1139.6129263402083,473.0589231930101,956.7606489978934,499.3776539677296,1101.115491251837,484.0394684056157,1011.8895739934449,672.5524471764136,1090.248626327795,643.6442730609709,1010.4592296816164,791.5847099214908,1082.7407699713892,776.8057435510682,1007.8805517326988,0
