FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,281.67670866292843,995.1080704576212,329.34419163181815,1025.6914251749347,325.590406003637,926.3000358228384,243.6585550097402,1085.766642372193,250.9250721726833,876.1538276980679,142.95672648594808,1085.4755100583786,149.01556902961084,858.9617926368462,550.0725618915533,1022.5213448148191,550.8643208616576,937.0624129094244,721.3722355995128,1022.4463738210932,719.8323217976077,943.8105301923564,850.7702921332866,1032.6683765330097,853.2041700438187,939.777424382778,0
1,282.5725151875549,997.49971040814,330.5144820194716,1023.5950142035672,327.7719912882434,933.1458353663436,243.53240063968653,1084.069269476,248.83158064942677,875.5253370118264,143.83360851570595,1085.5595730929408,150.00113012266715,859.0388012002445,550.0338436568202,1024.339770471936,551.7490649378345,936.4644491068148,731.632364220985,1018.9591348775602,719.6107571162235,938.8046917155068,850.3945757167702,1032.3576051150062,850.1516287720559,939.875420115609,0
2,282.9753359086492,998.7693497365578,328.7314636468577,1023.9611995789516,327.42284945920784,932.7542452843728,243.11570414331084,1084.6293744403242,251.4731077037955,875.6488800609401,143.66291371061524,1085.9742336567494,148.42380270691314,859.3005080717089,551.3196438465689,1023.7078238549608,543.2994745301642,934.6159018601328,719.5444290101606,1021.2079243095898,718.6561570582991,942.5740045663804,849.7715145651788,1032.409210317193,848.0826251125459,939.4918807546152,0
3,282.6111410064102,1001.6057775582924,328.13235896771533,1024.9963495505374,327.25936711067027,932.1590933144576,243.05737499142808,1084.177726840903,250.27834719892283,875.0932767196757,145.35020999387584,1087.245655606373,148.11207323607604,859.2651210227143,548.5901991567624,1023.9935114381948,552.6593425835063,937.681574432575,731.3673395918311,1020.2982775977569,718.6379363973987,942.2916575480174,849.3480114384962,1032.1079076448843,847.6254022446968,939.6976382937352,1
4,283.6374514744713,1001.464501127962,330.35229617194483,1024.649440700915,327.5898007515658,932.2390368123164,244.38548223249933,1083.069356207809,250.0472378575755,874.3925360596241,146.26971583372594,1088.99612505238,148.8941894799122,857.5502919344934,548.6927365822661,1023.7029374547956,552.8870499490606,936.4464789396872,731.8584964985345,1019.9876292815198,720.4242672597788,939.3119604599818,849.6200596743658,1032.137581224743,847.228805532071,940.1372111570652,1
5,283.1057139521922,1003.4462713932484,331.7677002548396,1024.8476937411026,327.1648323644432,931.377621776124,247.37347641288844,1081.063860263306,251.62834093071547,874.9816166907877,140.15793372502716,1091.6266658426996,148.03385725877064,857.6510261823639,549.5036403720493,1023.1185955689464,552.8118019947304,935.2032008791216,732.0248986530676,1020.0424358023168,720.3346097949886,939.609616494722,849.3169409524944,1032.1962933676984,846.6669605240245,940.1534834615804,1
6,283.5216362981709,1003.7910532057942,331.5223257191314,1024.942289712585,327.3623210773046,931.734697620804,246.14801642488595,1081.233630380063,245.68833181234885,873.8951645626206,145.10041456383752,1090.789530780016,147.91978258150294,857.2527287305935,549.6177378184464,1023.2843483974616,553.3468417104416,935.4366327716008,721.7362617423227,1021.6455369622807,719.7006432768272,939.82023285383,851.2174272723253,1032.7869948387847,847.1947502810871,940.0139667810894,1
7,283.8442748606747,1003.9987386665654,331.348764347627,1024.9132444226157,327.7629961428003,931.5259587318034,245.10581980136035,1081.7281416108906,246.52687598576932,874.0664710970507,147.16776645695123,1094.6451520954836,146.84585315818438,857.6894292220047,549.2092060639737,1022.9905697320158,553.1953319058462,936.130528502566,721.8870938304806,1021.7358573336184,720.6335099496829,939.9435276813492,851.1538505058139,1032.878378728661,847.2080367377272,940.091311015424,1
8,283.9023214074818,1004.2806753457076,332.1912636527469,1025.1732353529976,327.5829057234626,931.9730724191772,244.2991711600394,1082.4956347082225,246.27689773301617,874.3087273008416,141.76701737938373,1095.8354533445652,143.13716580870866,857.2240325653054,548.9707222034469,1022.8401945339768,552.6161830291946,936.2930483961702,731.685164492524,1019.9153328922896,720.5749343554592,940.0831257569974,849.3660178017088,1032.080108171697,847.2287800842205,940.08049554986,1
9,284.2667761456672,1004.2610988014328,330.8847509217975,1025.7477142984249,327.1161305361823,931.589376994742,244.8657501379442,1081.6969800468407,244.9154377355687,874.0527576948247,141.32854689857274,1096.6749959549074,143.10687483054608,857.0433285900288,548.8815395419712,1022.7814998808896,552.3072139804477,936.22674430494,731.602919718689,1019.8691878924908,720.5387622451286,940.1741262151425,849.7099870203065,1032.379402199885,847.4365041903928,940.0988774015832,1
