FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,184.4004075827927,1049.9932072041756,279.6305796073844,1114.5007270403771,274.50924591838304,984.8587374718728,405.7321904074541,1135.5634621221473,375.9092897928583,953.8294930216324,347.5489549922075,1115.3779973149913,469.8501675708706,950.5573115184148,491.5866967884554,1096.2205183602362,478.97891958606255,1008.6038627316198,669.6307352708436,1087.187019140733,667.8612524759319,1001.4657738522342,790.8320468857942,1084.6838822879834,782.0580218331246,995.6711759434124,0
1,185.23343426043405,1049.7660043956075,279.5901978868501,1113.5055992692644,270.83877856151645,982.3703462599308,407.9092588660311,1137.615003508737,375.8841098145484,950.9326736932288,347.2535844711085,1116.6265519343258,474.46181764838286,955.6588276478406,493.37323232186935,1097.1206364572092,483.5009985875401,998.4057222544316,669.6574314052943,1086.1334940442962,661.3099431309495,995.400056075209,793.0810113815089,1083.352756801552,785.2549182547084,998.3245622016856,0
2,184.96250037254063,1049.352110695261,277.40982137513873,1111.280957291356,275.5068967494295,983.186407376527,409.4457086630078,1143.5888550791296,376.64294395397167,955.0294527142124,347.3292985229095,1110.795401545853,470.1543350120514,948.6918421513363,491.79711300933,1097.4162804843922,484.0418819333239,998.0027960469668,671.2968569335143,1087.1973512805096,660.7010832192528,997.3223190812132,791.0779682154463,1085.0579214551535,783.9110417173804,999.3280269221992,0
3,185.80637151770225,1048.9936067355547,276.2637466262004,1111.4683205340384,275.42267507942506,982.9735610591936,410.09079258525634,1144.687809436134,377.2016290756444,950.6669703027416,349.5107974187605,1111.688262020114,474.9819127790949,955.5918562508612,491.9360100556412,1097.388959291838,483.1218457066966,997.7204100127434,670.5172419455023,1086.644483421937,659.8828323671814,996.4470601414688,792.5209591075565,1085.304204701151,784.9036378017172,1000.0193940218016,0
4,185.8709414200603,1048.850073439509,276.29319983434,1111.627074388088,274.96556806626336,982.7328870158088,409.29207295838194,1145.3142319454332,376.7920177965697,950.8121281384896,349.29427371378523,1111.6285435370362,474.83997806306,955.6988733923672,484.2283450301509,1094.6419057068276,482.7284219392099,997.6744627829952,664.5352304803379,1084.969503947867,661.8272537310814,995.9991728637606,794.4874671965798,1083.424894602136,785.2465892737181,1000.2581939585152,0
5,185.95710918094156,1048.821926187015,276.84259816481017,1111.477372886327,275.1711126979833,983.2953988551044,408.79099674745714,1145.9239946823625,375.8598888183911,954.7678237903827,349.2355695409489,1110.854622240368,469.5954787870687,949.8801280294248,483.5297325590652,1094.436845071696,482.4457177508172,998.006681488508,664.8573855336838,1084.9558551236166,662.2108251623741,996.0213405993125,794.3707084407731,1083.588549489926,784.8527208385293,1000.2215520114604,0
6,185.99587630233464,1048.886688479074,276.3717801177145,1111.2215055287718,275.1528284174568,982.8478950091272,409.40183389016335,1144.9464052131648,375.7728852965277,954.8232935808056,348.6587591878149,1111.3375767042846,469.5135072427856,949.724153382738,485.7972639403821,1095.081993848589,482.5082471373797,998.208646416927,671.3661554482885,1086.641341972491,662.6295039123614,996.015706170928,791.7167373875492,1085.091897206303,785.0999132213418,1000.0570833429005,0
7,185.8546668500367,1049.0771484375,276.3876642641382,1111.3409394678345,275.0060880757742,982.8474967782766,408.9237180022796,1144.5432987255178,375.47345182520513,954.9201632351844,348.83599676918453,1110.9065214068814,469.7285603298787,950.6157626587184,484.2347190470007,1095.306662644296,481.9972636764784,998.2987865080823,671.4249868603769,1086.7511322671749,662.3547173538506,996.4667026090938,791.7125813517675,1084.9454666462827,785.1937434639204,1000.2252766807496,0
8,185.78842609539453,1049.2237626411388,276.4739733275573,1111.433874574503,275.2871806785871,983.1190929090512,408.80031032587056,1144.532921852039,375.97738489217966,954.76412939202,348.7647682358601,1110.7470003530264,470.3080266349802,951.007436153908,484.9289953383109,1095.2086359678517,482.2552057670524,998.299916622658,671.5392302970737,1086.708376602072,662.3534617033364,996.447704575852,791.691813227104,1084.96263295215,785.1486525516981,1000.2715225836356,0
9,185.7173368555672,1048.968078927202,276.4713923797806,1111.3376251377665,275.31878757848847,982.9419366863176,408.8317715703123,1144.3845216637585,376.11574954267286,954.750911087608,348.87057771918364,1110.5980189629638,470.4811162167314,951.5608505708692,484.5643919311047,1095.3559760010305,481.9728886538581,998.5302824066632,671.4220389278099,1086.6511305809722,662.6734295809067,996.185164160802,791.6709205419096,1084.9676236188386,785.1396332977652,1000.270196717071,0
10,185.68664206019923,1048.9361948970484,276.9047739601879,1111.6206387891918,275.33963472542433,982.8333488200886,408.8054119501994,1144.3192777276304,376.3243228034328,954.6690881015796,349.16885331331207,1110.560300043626,470.3730900917003,951.3345101473526,484.50427674193065,1095.2293574258215,481.8043140565155,998.3638542001516,671.5067427676117,1086.6603383240151,662.672301839325,996.2146507336058,791.679718801352,1084.9718295958533,785.1512937706996,1000.2664357226706,0
11,185.68154780235335,1048.939602730644,276.86698122359377,1111.5152519052297,275.36422270637183,982.8600329778196,409.0761168074391,1144.4531169277532,376.8946831310059,954.6104997330776,349.1880704584605,1110.648438217533,470.2619553108364,951.3342370363304,484.8287221018142,1095.2800834257755,481.7791260420423,998.503189255086,671.4657502986674,1086.677169295289,662.5789035405231,996.2013584335969,791.6864249796179,1084.966430944349,785.1549796909287,1000.266216426628,0
12,187.31599023965305,1048.976406122638,281.62207346743816,1116.373087415618,276.9492889473745,982.3986314133106,404.2265407130684,1140.236378262623,387.3463453335011,950.4343389080868,337.6883328441525,1088.9924508346346,468.1983489394962,950.7975584053976,483.7573763049935,1096.5339536197391,499.0124759748481,996.7038692611708,672.3844096626509,1087.1786472115948,671.1652118548925,996.3871385068423,798.8838405137874,1085.439374644821,790.7121982252023,998.995062206529,0
13,187.21574847812923,1048.7488562074504,281.5989226203591,1116.1928502852911,276.9056525807077,983.0000730089894,403.6362496960147,1139.809589147743,378.4329477615257,955.772395417762,343.62617889523347,1110.1708084095235,472.941750491084,949.9074445131682,485.15004608193976,1096.5031862504163,499.2103986405272,996.7369143495132,673.182608278272,1086.8430919773346,671.2104166127615,996.1935149002916,798.1229732250515,1085.6110106278306,790.8843663268963,999.3200172351444,0
14,187.0312026759273,1048.5414902731218,281.59060385199297,1116.3421007502527,276.9897068306435,982.9647650007464,403.54855640346887,1139.8081065450497,386.9349527048971,950.2536093706948,343.66585879084033,1110.0252123180337,467.3899243060882,950.1019261323032,484.9242365902825,1096.415468506039,499.042997323025,996.2412030446364,672.9370646482946,1086.8005223102557,665.1368350759438,998.5334648900308,798.1737135600671,1085.6194745469495,790.7669780716319,999.283071906141,0
15,187.0317397595072,1048.5587346107095,281.6816388491071,1116.210050898208,276.8626249534101,982.9655426272044,403.672342784073,1139.8597231829194,386.5568163987099,950.3692658345198,343.6886868520273,1109.9864820134194,470.87941048514233,953.4116654462624,485.31440035419433,1096.6048649459267,499.2911902081672,996.0695332590926,672.9125677438644,1086.7971716550762,665.0379815616285,998.4731335888708,798.1740925991023,1085.619836284517,790.7679651803561,999.2880672816405,0
16,187.08595439578528,1048.556142074058,281.48964821129687,1116.2374050524377,276.8527009614267,983.0238457763136,403.72439033498375,1139.8506674671944,386.5032754607876,950.2743846436445,342.9334241175062,1110.7800471230871,470.15845471767824,953.516576403997,485.1868664427758,1096.836440221603,499.3097323155992,995.9180763799596,672.9041244149672,1086.799564739959,665.0070423329605,998.4643180224932,798.1704173937575,1085.6301657335448,790.8001754621845,999.206314255086,0
17,187.1433031357466,1048.4332582584468,281.6274563574822,1116.1672027386085,276.70087707678266,983.2952616269058,403.9274601632504,1140.0215502086587,386.3886355733685,950.464919270355,337.9862869917493,1089.0790499001196,469.8861727633928,953.4197175126144,486.17357871622346,1096.775054146839,499.0849340411559,996.1450948722218,672.9326447584849,1086.8450081269589,671.278861285186,996.0204405437752,798.1704173937575,1085.6301657335448,790.8001741228239,999.2063115643368,0
18,187.1567777725438,1048.478084791241,281.63733146280555,1116.5370852031049,276.6130398029779,983.1640687784144,404.012710462156,1140.093858033572,386.34167491382055,950.5065774462138,337.5319169618683,1109.399683137399,469.59260033383015,953.37085620171,486.41232509141776,1096.812113159987,499.1708312512064,996.0167111656756,672.9396482747925,1086.854385387188,665.0800060078753,998.6044972999232,798.1741917117829,1085.6297236098517,790.8013621356304,999.204870668253,0
19,187.4180093326246,1048.4631222087964,281.5186641182174,1115.9195818540195,276.362752157938,983.1833937376584,403.9861616573656,1140.0119005100944,386.8730554965134,950.5242368318332,337.85061244691764,1109.178094576598,469.1532867255539,953.6923758165528,486.0407436157544,1096.790077943823,499.362888857044,995.8898127525716,672.9959188295123,1086.846220982066,665.1096514142536,998.6378437521528,798.1741917117829,1085.6297236098517,790.8013621356304,999.204870668253,0
