FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,230.772160677668,1042.5475102185678,334.2121397348312,1099.0148746397986,339.7196231241809,956.7693078281422,449.022190777006,1117.6408634003606,458.0642541456284,936.805954932466,572.2762506928958,1126.858727527313,561.2739524652186,923.4336831725582,548.1780149660742,1073.6496077067357,559.4360448790154,977.0210498190382,757.7733283669182,1086.8061849915046,751.8706117339809,956.9576831287886,925.5911066380216,1088.0537262075006,946.5109965891148,947.6946325183004,0
1,230.57455611011915,1042.25532783996,334.45087037253904,1098.8578156212689,339.8186326740002,958.7388849643816,451.96633793442703,1117.4044488126265,457.4441623563729,939.6988646025872,566.1506249535688,1131.539483333142,560.5113939408053,923.8817278590824,547.3892775933671,1072.7025124958384,554.229120023849,976.357372544602,753.7755353553086,1086.3549786749174,752.7673464354674,958.6624609662014,919.3887917924144,1095.9340006809389,950.2501145450904,948.6265389766876,0
2,230.94373611231927,1042.5740510939152,333.8699143636676,1098.673277328682,340.07051516261305,959.5095006759162,452.7898248491424,1118.9079007745054,453.0301014437632,937.7756443626298,571.1023748370543,1128.2507899226205,554.4586978064092,922.1885579128112,546.6991868037705,1072.6087170221804,554.3551592088954,972.5572084066712,755.0129009192259,1086.598122825875,760.168411741021,946.5780489414952,926.6812095096424,1088.5055867124358,945.9351890821916,949.664523694377,0
3,231.58194944979465,1042.8387111464815,334.0269691209334,1098.2682388832602,339.3401826156596,960.1475075323034,446.6768565692579,1119.091076202729,459.5533967235153,928.8633334505304,564.8835483546064,1133.2568417674563,553.3462383285145,914.772783065,546.1359120283387,1072.5120585915977,553.3995924256402,972.380888334186,753.3636016250431,1086.7262912725018,759.3596683398024,945.3128130237992,920.1213001305788,1095.3040169653518,949.6773437033704,949.8825957825918,0
4,232.67481006478457,1042.8209421128408,333.81536254337146,1098.4609180369157,339.20188560287414,959.7374272959624,446.34257209936567,1121.870143646532,451.4078170518416,933.08673911897,562.5837645016038,1138.2935256453493,553.100230610107,907.9832988797874,542.3795976874421,1072.5828844865048,552.1668369407306,972.5148613990712,744.8371600484661,1084.238408612119,744.3058410763585,949.5132713121671,927.7383828628202,1087.166179626151,941.1994063993734,947.3733994472036,0
5,233.6627431653721,1041.599514279446,337.9553603195865,1100.1385650522652,341.5111233323076,959.5325045617166,435.7617607166305,1131.05067346308,441.19133015447846,918.688956323045,527.8628794517566,1158.5035220110444,529.9481379257221,892.2539659846276,538.6114259876107,1073.0293813196724,554.7703475852936,974.6423550619088,744.696436114367,1092.25658767106,759.2279502660307,946.1961643911302,944.0075445485209,1091.1498382142324,945.305518186294,950.0378711708848,0
6,233.3717704346338,1041.270527836157,335.086843127237,1098.986125332218,341.1737464463292,959.2432968061167,419.4542263512183,1141.8787239966018,420.1489285591829,919.3981287813994,492.1722154964551,1177.1086682299322,479.58317879427545,871.436995843331,539.5387309239342,1068.0050096364691,556.6803775187121,983.2213561697798,754.0264203551532,1091.3214972367805,759.9124157413239,947.3441024881178,944.6923676330804,1091.1943485840204,946.0368495613762,949.396320850336,0
7,233.7217922235496,1041.2085101080677,333.7899444937241,1099.9758150996224,341.07797814903705,957.4223297365792,408.3690864553067,1150.1403687510046,419.13454777552647,901.266228131386,472.0325872770986,1198.4277038798448,461.9265326659918,854.7851652191633,538.8146766295513,1069.8479385992607,556.7924846753342,983.507680787837,753.5524474442857,1091.5572808438765,760.0824234544533,947.805756983032,944.9051813093366,1091.2952113098995,950.984349988682,952.4050814749826,0
8,234.26034240325808,1040.7850359959432,335.500055109726,1101.128778170348,339.1624270365979,957.0315401524329,411.1953327590685,1183.431301411244,403.6518987846623,905.0545847582345,445.7740754919957,1247.552128328636,428.5705331956146,845.1075501340353,539.1539179054131,1068.2894204593074,544.4282835822731,991.3225138914402,753.2835721535552,1090.7801804272767,746.2771065740498,951.0439523084474,945.1383586233708,1091.803394236344,948.8962641245986,948.8085541455384,0
9,234.66257380571105,1040.6888672816765,334.0199863647143,1099.331279813499,337.56179374278133,957.874157616183,383.2446541060706,1172.4106157850815,382.1273541791541,898.9526784253594,387.3493622431364,1229.6870470572535,392.5790435037005,832.9647058042685,526.8269871983323,1065.56764040687,561.4391925152008,997.4450253073912,746.1094722078122,1093.2687815176398,775.040135526223,943.0565231289607,944.3234836295616,1091.824565049395,952.2952102839712,951.522296510314,0
