FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,302.5195254461043,942.403136287692,350.9684944896921,1035.686478681375,348.8658832604615,943.8119986686174,256.71062087516634,1080.524970509391,263.7360116192206,897.1392521798655,156.801275245855,1096.6502807527495,156.07049024616632,894.3344463766016,574.675496799583,1023.3303830765524,577.6527426115713,939.8462389428156,736.6688678354528,1042.6340695955053,749.2587307556707,925.5456964519426,866.4703377573635,1047.9838352357526,869.8511811195641,924.6813270574454,0
1,302.5309763091128,945.3435033704322,351.212100064956,1036.217799358382,349.84114132249925,943.9498201772452,252.53049803338217,1081.5007077342532,263.2565339364993,893.1806101578286,156.55972692839345,1096.8819609676364,156.28995853530725,892.3382375522365,575.0917513069777,1022.824000261182,576.4441197250227,939.6843433029768,737.6693366810931,1042.075820238953,748.2520405802832,923.8010053893908,866.4343558362308,1049.6192886161946,871.8645306650466,924.8307572560308,0
2,301.45859652594874,948.615403101779,350.9422805250388,1035.9208550267497,348.00174122824,944.4054473944224,254.27578260126597,1081.6841303750402,263.40737272146,892.7875670714033,156.39797235496331,1096.5909631912714,159.0025839538971,890.0458855667507,575.6116749995397,1023.7159795151488,570.8462957970032,938.8802869629984,736.8568072424442,1042.1869397636376,747.9026657025122,923.6533949359388,864.5182693144125,1049.3490869660836,871.7727174994538,925.0521851286654,0
3,300.3393632320806,950.7319179201372,347.5372375964498,1029.8649894271505,347.4028166930914,942.7832190452648,252.71688880473957,1083.5711912474678,263.789819089892,897.4996632079182,155.99679368990138,1097.600978876544,155.92007771270016,891.6654884175813,575.6729306542206,1022.6345769138044,570.9972256584812,933.565600280986,737.5732506205109,1042.2010117081666,757.1252466209222,923.8678462850444,864.8834325743279,1049.5939969210656,870.6927234515722,924.7055960997864,0
4,300.5115735236318,952.595694806101,348.02764713996714,1030.2192386400166,346.42457185703074,942.9651358756488,252.0768351858707,1082.6507014793829,262.18984040854343,898.082136368594,155.43577573699355,1097.3438401400913,154.9445831698156,891.7468082335484,574.3669389345246,1023.059864590748,570.966945395203,933.4868434034316,736.4490847965831,1042.127776920226,757.0327396665655,923.6154970817933,866.1041264478189,1049.6379341613188,870.3649866131409,925.0340812649472,0
5,300.47345465274407,954.1068682085496,347.8212918602753,1030.2467387673787,346.0062386620649,944.2341684401692,252.7890374787607,1082.7470948711905,262.5956880844771,892.7171124998565,155.4621531036337,1097.3100254975377,155.08522942100296,891.4352336269718,573.3702457462703,1022.9586386137548,569.913779408786,938.7201295470072,737.457519823925,1042.2632460415496,749.0434606921688,923.8954896947902,865.9466872940758,1049.8327847494088,871.1920618421854,925.2756099364584,0
6,298.95826017283025,959.7245063193136,350.59336370857545,1035.5686696183586,345.79402769805546,936.1645516781664,254.7953754717724,1080.7755670260192,270.63273937091407,896.8766714035809,155.42111777515188,1096.911253806513,158.83590053364884,889.1558153991924,574.4530772294737,1023.0531215737795,576.699510333752,939.2114858746442,737.0865932955697,1042.2961633193152,748.966521125466,923.8568249771826,865.536582460639,1049.680243498433,871.1461807072394,925.2140211305752,0
7,299.73161030187714,963.3262689213468,347.6148267530186,1030.8176578518926,346.0202965903809,934.8221760230588,251.68435968565225,1083.0099395931338,270.90167225414814,896.9902317739427,155.67986616077596,1096.6184680274444,159.58359454171088,888.8892698042714,573.0640424770559,1022.7598393515224,577.1665333027337,939.0557459958068,736.7090178466121,1042.118596421017,749.2408382381046,923.9640688142912,865.5211315973527,1049.9384114463746,871.0776992023998,925.3094264289022,0
8,300.17096810905144,964.629958332855,347.83867676019355,1031.1066416026388,347.00328544150403,935.7303179335192,258.00078135318034,1091.3390597554362,270.50998027985054,896.508932793342,155.38977138087714,1096.464248421786,160.392475897066,889.1175697657399,573.332907052902,1022.6506998817506,576.9908868816956,938.9614090089146,736.4745182488767,1042.004159202828,749.2071077820538,923.9685058593752,865.5147147209653,1049.8843690982906,871.1339871688068,925.2262617681588,0
9,300.90392781172056,964.9258667261264,348.0686583599592,1031.6975697693276,346.47609437860655,935.4767713469674,256.6066329221886,1091.2748235048048,271.2289115201357,894.0182564628203,155.22263793548464,1096.4385867486712,159.83837574139062,887.9660792073987,573.1728889604228,1022.6459789626482,576.8110348685354,938.7943700023824,736.4288092217612,1041.9773243631537,749.2612219662908,924.011412542765,865.4555665501072,1049.8868257521185,871.2253610241397,925.1930181529924,0
