FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,190.403686419265,1077.5569048565508,276.56700263252804,1108.6358171697052,268.4092602277143,987.3952049687013,399.68433514063,1157.650086390981,374.5571155820928,960.0779496528576,320.70115336206084,1155.4399004620195,473.2788033355197,953.0002929777193,496.6958871650447,1098.2618786253358,484.9141793319246,1006.348063898472,667.0852638066048,1096.615147643191,662.2968496116766,1003.9699839774868,789.6989050023112,1091.7581344929624,788.461248797155,997.7071150219851,0
1,190.6806487689868,1077.4166670553304,276.4004611844979,1109.299767555164,268.50551739160665,988.4044315918328,402.3140731434518,1154.3487062251018,374.9624964908753,961.3141510435802,322.1209344752278,1151.6508027440393,472.1911247064915,953.2060125100096,496.8191699460827,1096.515017473724,486.9240981053624,1006.6230813165872,665.3370801928139,1097.358150888593,660.4949522824529,1003.51377017703,788.2293559298868,1091.5800452530166,781.6444072053708,1001.9099182980978,0
2,190.75024863988432,1077.7256713239346,276.3666034891949,1108.626994203768,268.4488892276203,988.1690684142663,401.9830582200783,1155.3789338077545,375.0109076778972,961.3579793084992,321.24628917758577,1152.6044828483589,473.1830765584045,953.6193199634204,497.2219451289183,1095.9062637676657,485.2308985904847,1006.5520805229957,663.7713422638852,1096.430433106545,660.7216075802964,1003.4711500584071,788.5668962178521,1092.350773976009,786.4876715631572,999.4743047822144,0
3,190.77619473242788,1077.515195556461,276.1224126133714,1108.1936436974763,268.5160635165647,987.6127580787048,401.1453739161298,1158.0694772915135,375.5062192810217,961.3472768543924,319.70551558991866,1162.330371147565,472.8150738541264,953.6302568490324,497.1735218876515,1096.2842050253864,485.1492592076176,1006.4459842903312,664.2674728859851,1096.942282178488,660.6558965427512,1002.9504941650212,787.80923736731,1091.962566838205,786.6191900722072,999.9293965403426,0
4,190.2919033878956,1077.6308385665411,275.7574676692253,1108.5470520512836,268.28682660126407,988.3611737656996,401.8737436301996,1156.9085038610456,375.58792764095705,961.1290355853348,321.2301579191409,1149.437953940566,473.3697619890825,953.4176580806064,496.0462276523228,1095.8067524704663,484.17243342405794,1006.6861686174,664.0544904502997,1097.513769011039,660.3249171124322,1002.9831585123818,787.9276314823462,1091.886777184099,786.8748539104882,1000.0464387398972,0
5,190.41586924281324,1077.6012228377858,275.763907314742,1108.568373546278,268.1089782714844,988.2007116223854,401.70977643314353,1157.8660290877142,375.0009615864648,961.3875291139042,318.01724090377746,1162.5578067059205,473.2675366345865,953.5594689609547,495.97948865555657,1095.7367546535609,484.7258384516087,1006.9996812359364,664.2808859121969,1097.9910271593442,661.2580449187399,1003.06705875663,788.1939499337899,1091.486900267927,786.7341969444166,1000.0348120135128,0
6,190.39089552602775,1077.7133207860718,275.48006333052257,1108.7043128759874,268.09192821170325,988.0467510013176,401.7652380140922,1157.796614490652,375.3479242758881,961.5362925532984,318.33172276054154,1163.297670519939,473.2556002533792,953.4447004442966,495.7540086465942,1095.8008826015453,485.0039901534975,1006.89542816633,664.5552666444617,1097.7633359798344,661.145425456708,1003.009391969657,788.0316328289294,1091.437218951268,786.7225016481079,999.8930162686272,0
7,190.45984982514105,1077.7299603778242,275.6798972637042,1108.7248701982687,268.1137785396898,988.0521674790338,401.6414650270936,1157.8707627878744,375.3059386710972,961.3279370960288,318.4858617298935,1163.1535755300415,473.4556042853505,953.5778521580526,495.8929150684292,1095.7354240781854,485.1196084437971,1006.7605382287268,664.746558805746,1097.8037739010265,660.983050759344,1003.1631427123036,788.0053090367112,1091.3701305067077,786.7924001964077,1000.0394024312892,0
8,190.6020925941021,1077.6203231194895,275.7282388039776,1108.9203827106105,268.11658048195704,988.1314389623324,401.28208512602606,1157.8925612181272,375.4579594417418,961.3392167157938,318.6537318235876,1163.2575575066876,473.37073436484064,953.5127259421928,495.88040678026766,1095.9339596470168,484.90258448765707,1006.8286061059194,665.1149191192904,1097.726829242917,661.3827842543742,1003.3114796679832,788.0118236864187,1091.3683007973946,786.7665076782861,1000.0382561722196,0
9,190.3722944867316,1077.6268239690485,275.83137626300703,1108.9412656135196,268.1692361025568,988.1540553802782,401.1411951112189,1157.9467327221628,375.6001004193012,961.1133633178442,318.65200404848014,1163.2188591547174,473.528813732926,953.4120192797548,495.8319259464973,1095.8760056225892,484.8482359153241,1006.654463522054,665.117204068386,1097.8629932501665,661.1756360732377,1003.2621663112488,788.0154788013552,1091.3801622916285,786.7717244876221,1000.008156108646,0
10,190.3753241202921,1077.6237053909697,275.8412085087929,1109.0405085085072,268.1465044753294,988.1214098681604,401.14035131407337,1158.0781112323343,375.5082577877764,961.1787512090432,318.77372781383974,1163.2628529006993,473.33596724372535,953.505017955368,496.211914588323,1095.7794003342988,485.6446973803139,1006.7053402039516,665.0009448940639,1097.7119547825014,661.0901942457737,1003.2392788003422,788.0226778643029,1091.365022792438,786.7700730560659,1000.0025216802616,0
11,190.32234973188184,1077.5787967903311,275.7914445676171,1108.9881626776612,268.1254925870461,988.2202397331782,402.0528898003507,1157.8917533207432,375.5190275859461,961.2756652607804,318.1986760411058,1162.828583503628,472.7761681089165,953.4692252759633,496.3022008828906,1095.8165582324723,485.2854708360292,1006.4401615095176,665.0178991895658,1097.7067777814452,661.0778995856197,1003.2785879523328,788.0226778643029,1091.365022792438,786.7700730560659,1000.0025216802616,0
12,191.33844824544164,1079.0729481783271,271.9487464939509,1107.6492728878698,274.2757709314671,986.6153936224944,386.2281466956566,1150.2572303340332,376.326548150984,958.922983319509,339.60824190097605,1154.4239483117883,471.1031185200992,946.9910546946754,484.6981639142774,1097.8410078128588,493.4393244074907,999.25148049494,659.5911745535226,1092.8850739848342,663.0719241674296,999.5556084536876,805.6110574551149,1096.0804386405189,785.2499492270738,998.889753017944,0
13,191.1374048696848,1078.406280136389,271.32007308682165,1107.791500497968,274.3313560684263,986.7590284943144,386.6828488869537,1150.182888975571,377.76708098164767,959.3801711711,338.37710168488775,1154.2154858972465,470.0167731407869,950.3919727289004,486.3560893600721,1095.5524329662674,493.91523671243215,999.4482643861792,662.4179994610413,1098.0634755758922,661.6469456656546,999.7773772946708,805.693637069087,1095.8534813627962,788.4369688691336,999.2443856625414,0
14,191.15203068687327,1078.3751185723388,271.8934131567748,1108.636091626102,274.2158124474772,986.5448953262768,399.6994538425004,1153.569497270325,377.6720761198681,959.7764902444204,319.73046519821423,1151.920091935942,470.2305257087876,950.6495429942224,487.1496477610733,1095.386035703369,494.6518970682965,999.8801275809664,662.21091289049,1098.1287396926375,661.051237604863,999.7704714873888,805.69369332223,1095.8488519291595,788.464846319588,999.2493985279092,0
15,191.3883809460465,1078.3807234024844,271.8625050682395,1108.7563277447075,274.27878951530306,986.7065487987062,399.9908705712605,1153.3783029055965,378.3263373405943,958.3215074167806,319.7014492912937,1151.5652897321154,470.2991475116447,945.7420224673954,499.0556716918945,1095.6948913080917,494.5820119136021,999.9019152482234,662.7394185357657,1095.438156183987,661.0490698498154,999.7667757436514,805.6892064643929,1095.8420174267255,788.4652548245552,999.2499070794682,0
16,191.44537475546247,1078.4818027336576,271.8276164001544,1108.8131644356172,274.30199628068505,986.6661391303788,400.0025230080315,1153.3540537075294,378.3223487248811,958.3438587959508,319.72938031617,1151.6125069953869,470.5531081018584,945.7334470503652,499.0497852022843,1095.665038793425,494.632718764604,999.9463691122824,662.7182941411965,1095.4718510882108,661.3107788919317,999.8051485149936,805.6798523703228,1095.83211143432,788.5752980265722,999.1922981435986,0
