,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,232.85936323346957,977.4454697294328,318.9381517328428,1032.2234524426262,321.48486746303126,907.307221288632,235.20562557622264,1115.3130090000172,239.33937439837908,828.3078843788747,82.78742915477181,1142.567886027407,98.06766996148038,772.158137650108,587.1997273696879,1012.0142737282804,585.2553401594819,910.9557975415884,797.8438029394657,1028.5115507575715,781.9603000784725,881.315414798689,957.4207221082034,1029.3082236823225,945.0876393832838,887.897940698045,
1,1,231.63529751979792,977.1641277058172,317.56777561222464,1029.241848286244,318.9163610064007,905.5130244807932,213.7045224590326,1104.061276157668,238.91478103221004,806.5865023779046,69.6320450166422,1137.6244413108182,86.43288730179844,779.0271462490242,587.1536480093808,1009.254696388441,584.6395343239813,910.994187802799,785.5441898301301,1030.0147013555636,782.7009711494991,881.4906202284052,958.7411655282168,1030.678588508421,942.2263694708616,888.9753132300899,
2,2,231.41655047631232,977.2355105857654,313.3101868350422,1031.9144286660917,316.3038796597246,906.858513332482,213.88484860582685,1102.3878536182324,222.30616377296,825.0659166233755,73.4864340336952,1132.103450867641,82.53091214382137,784.3024376750781,578.1434829771441,1009.7343768835244,583.220465750626,912.6365005751028,763.7536696494788,1030.509900072758,779.370819235654,882.3105856217855,943.9857906544936,1033.1922815058006,943.2926693523812,889.6502681062294,
3,3,231.80987914920007,978.1016256877556,306.7592203663601,1032.8566226777043,313.16577564135326,907.0194483749312,200.38656941625945,1105.0011117277909,217.7229362656453,819.3227120202574,67.08258763633872,1127.490506729249,85.59063644806027,788.9492293336127,560.589847738318,1008.3870563044608,584.5566439783619,912.64204149996,784.0622114918166,1029.4428378181542,779.627579340544,882.5852909130178,944.127870021468,1035.5063406042457,939.0258545993364,889.8302523061514,
4,4,231.31488229580444,977.811496350627,301.30594558616605,1031.8919817653325,311.47973232988573,908.5774243289632,213.4467223406768,1100.8564404018832,209.03549819370855,829.5422762409017,67.86667941605626,1121.4636400882853,81.01497565816375,788.966722649568,577.3919436649476,1012.6194941445716,569.3983117687686,915.7845161208154,764.2050529053369,1030.3170231490517,780.0839101942679,882.7152056557392,944.2676617606252,1034.3489389748893,943.3444860310176,889.2248768354497,
5,5,229.8025088440457,977.6419993448924,297.12187832756683,1031.0756273570962,310.44253553928723,908.721996926806,201.4786786499817,1102.132532482722,207.00856083546253,832.8510445308195,69.70426668581324,1118.383783232544,82.33718703410095,802.4286231742371,560.7979388292806,1006.1327535277512,563.5937950421992,918.220668459184,784.5164958026226,1029.5034550113944,778.6656880967794,882.8439997015063,944.3886542351256,1033.4562046294875,942.9753234823596,885.9095616168962,
6,6,228.6842720344256,977.8142880027036,300.9388040907206,1028.8585658917789,308.2840120342835,909.9660795213194,211.13470744714624,1097.336972003295,204.57650977086337,845.7767703513904,71.88460301670823,1109.6645295243331,85.7623712666168,804.790914452838,560.2473384227181,1007.083226301318,562.8677129559461,917.4110833027188,764.0250857071696,1031.1042569263468,773.8324461739767,883.7307965729186,944.6095174682775,1033.8492009641493,947.56166634231,892.0997309071628,
7,7,229.6992300824784,977.7920590526124,306.76428180987256,1026.7531617646005,309.5392744686886,912.2179915675516,203.1784102262539,1109.3110135405666,206.72891842528344,847.7118520855817,72.64533201646742,1109.2570720955698,83.97250005575708,805.7710090093452,564.9546817933319,1013.632143400418,562.6587231540556,917.9915088034132,782.8153123595159,1028.7873014047864,769.8652655870613,884.6165507790975,944.7126776964363,1033.965445692972,947.494630007502,892.2929952987234,
8,8,229.3357055301939,977.8326214209452,296.13478567572344,1028.7991837523248,308.4093534124843,913.0553607253972,202.05274465335205,1095.1958004224834,207.78284784721305,848.7560268292789,74.69518215045507,1105.0403575630946,84.37125648726722,807.4429072394781,560.0912413082444,1008.4096222708632,562.7435649479938,918.0878012921336,762.6347490962986,1031.17717084247,773.2595146089908,883.9178628241815,944.7322216455584,1034.0415387290266,947.1471208589747,892.7825811135252,
9,9,228.77786788890825,977.972238331836,296.8991560619736,1028.6146743852894,306.55322135657417,912.7013334993228,205.0103607971429,1092.1580174633198,203.83534782419588,849.6578031003169,83.91154575719945,1105.2016330693768,85.70010372504146,814.5182007643162,561.6609879432946,1007.5221614571376,544.6415137996598,916.0541130250908,783.7868255694603,1029.515100573022,775.2640458046227,884.1676194907812,944.6697806567922,1034.637473706898,944.7476291470472,891.1484408185905,
