,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,266.0744142594356,942.488949654472,362.57790363346487,1040.4433744431944,367.7412229272572,891.7362497345129,486.0147935051292,1080.7840238819222,491.7013221103286,860.8538401293282,607.8002417754135,1103.3327625955756,610.0253830650538,867.3462185379691,594.3579639290957,1039.1125600115506,613.4245368253115,929.4180394270068,816.0328957814388,1063.418486382837,813.8028705135588,918.3116769895756,1009.6117198730784,1100.3865189170417,999.1241303283928,884.9739182336991,
1,1,266.00509699361373,942.0757074517244,361.6549070851855,1041.4284253593407,367.6231810640451,892.5852476368049,489.2267625880644,1082.4898013325846,493.113867830393,857.1038603099456,611.1258539266797,1108.2915358364714,609.3966952597985,867.2382757788105,595.1126105577645,1038.8902173263025,614.0569855549866,929.1392670686764,811.6029607676095,1061.2938161565485,820.1579179999421,916.5665244635724,1008.8427742311952,1099.3049050919017,1013.8590705782292,881.5027960357554,
2,2,266.01273134873963,942.3725633249836,361.0097242176765,1040.8650686248625,367.8281835895831,892.1204120038977,491.6952507889627,1083.8100359073726,491.2330389704909,861.6434996168374,611.595762547963,1108.745957598101,610.1490435457663,868.1243125136332,595.0921853094014,1038.211754123399,598.5142327595129,927.691334676077,807.5162636815184,1061.789661998875,814.3300726261808,916.747367012422,1009.550631638466,1098.7495923515282,1015.5515026395124,881.4786527018439,
3,3,263.65973034822736,942.2496993536464,360.98944998221526,1039.7407499225064,366.9982421289649,892.1587861206145,489.3110616061405,1082.961548995131,491.51580677850967,861.797162910142,610.336631705454,1101.7911665760184,612.7194050167565,868.6238137384621,596.3201411957858,1036.2632938696129,599.3951395677186,928.4010331758589,811.2147973386766,1062.3333036155057,815.0023020383439,917.3108636658478,1009.7589048824632,1099.573743204962,1015.1638113351728,882.0810808774569,
4,4,262.83365696087304,942.158896665552,360.17134106050696,1039.7415140952196,366.6612563362667,891.3657591607447,491.2702715195357,1082.5801135475897,495.0777826662646,857.5667861837574,616.5321231787474,1107.3262242549138,613.4419632454067,869.4221078394793,596.6045416843131,1038.3557579431526,596.6605128919505,938.0884345150624,810.4155419675828,1062.4783470944217,813.1914095636771,913.8785092748324,1008.9791465828724,1099.6504497317862,1011.4728256443852,888.2506171681267,
5,5,263.35326724306657,942.0193409692008,359.4478089597817,1039.3381412234226,366.1279725222345,891.1213315225191,489.81688852893046,1082.5039577834489,492.90625606308674,864.5269425593257,617.3838667503724,1107.9749530733377,610.2123042231883,871.5308875112653,596.3092126833911,1038.0184572011035,597.1484580120588,937.4822773817792,810.6887554471297,1062.8040881580855,814.2921549942155,913.7186976200863,1009.2887103077028,1099.727304249805,1011.6537357523785,888.1861966011894,
6,6,261.8679632725114,942.1416644363348,359.4459233075496,1039.3106552224926,365.3202724828831,889.7618507760839,489.1375528045376,1081.665170348628,491.6614595594269,865.5129164023754,617.0709198007968,1108.7919559520803,611.487236171767,874.1553754617325,595.0844652352004,1039.1022649536585,597.1347489871656,937.7958128716822,814.1484864759507,1063.7381076742674,814.3359895862435,914.0347126351832,1008.8588318248098,1099.878153019666,1011.9021603468956,888.1039942195537,
7,7,260.8812436325807,942.5132161742356,358.82745451982987,1039.7767898144748,364.997447414423,890.2254022490357,489.39116340309806,1082.0104674396052,489.9046467804629,866.397748354338,617.8516826207988,1109.3580787765202,611.3296764755745,873.3470912824039,595.10627404301,1039.2922642894916,596.427422636352,938.0680789989552,814.2617535188076,1063.1463727873972,814.2613014846225,913.9818891963918,1009.0855681539666,1100.0987042967315,1012.2479162724646,888.2976474243434,
8,8,262.08293197989,942.2530096475908,359.1915425662101,1039.931583222355,365.26853901202094,889.171797775504,488.3695353395142,1083.5525219690967,487.4775031329131,867.6245718121442,618.3694198072653,1107.4685687444212,611.8634437987646,875.4999407138306,595.5467174019087,1040.6561393653708,595.443127239014,936.1659246328384,811.3894606690723,1062.0258128091225,813.8373781335679,917.3002217535936,1009.672307186846,1099.1530311466754,1014.9744070025816,880.8095325887598,
9,9,262.7605238568488,942.5057419462296,358.97999575761264,1039.6324580386663,365.79328105415567,890.4035540488957,485.0080711850884,1085.023666202453,483.5777754219362,868.0250723093945,615.4909853197353,1110.049134085583,610.9633640443085,871.5664269239214,593.9044551080473,1040.0995180801292,594.8858541381994,934.9408098006406,814.8591049749922,1062.342385397861,813.648243347287,917.2657344237924,1009.8678913290076,1098.944222298201,1015.4576348948384,880.556641683081,
10,10,263.3278997542799,942.6579791425696,356.433071798714,1038.721779424596,364.9716108146042,889.8572432092672,480.8359376289754,1087.3447918804318,482.49574018857874,863.4664591860019,607.1340022347528,1113.9705479136292,606.2697456453494,871.2558882557058,596.376011951382,1036.1403814647936,595.099494199914,933.75797672538,815.1495272285451,1062.2015427667195,821.4892001951933,914.8712799498302,1009.6643594213516,1099.0326779804889,1000.4527706349623,883.570806656052,
11,11,264.8941744319484,942.840680326284,356.50657657529035,1036.133348855965,366.616904751067,891.6982947019512,477.2369445780938,1091.7179468114266,475.2293623191328,864.725991388527,591.2077919373431,1123.753623541973,587.6992854154311,873.2772515470014,594.3145244484294,1037.5386004199183,592.4307754476916,929.9250249701508,814.5360190660653,1061.8375683461456,818.2424435658944,912.6877573252953,1009.5371295447776,1098.9182996224342,1011.9267027895844,887.3074464146308,
12,12,269.02784448296256,943.3702775785628,361.6979310292416,1033.3248540358366,366.1547376337535,894.5693144563539,468.1327597837609,1090.4640133848618,468.7860496332493,864.6840506840243,578.2126890760404,1127.7464986180314,575.8146055343092,870.5022161905596,595.8165650683974,1037.6433178118973,595.1441458018766,929.005014838584,816.5542284812976,1063.5079095575584,813.7329960737488,914.84394799428,1014.323666291057,1102.161949096052,1022.4703057317646,881.598960545727,
13,13,269.7459791176341,944.988753678254,359.3652139431633,1035.578439055253,362.337597572912,900.0823698807604,455.71559166877256,1094.3123885133002,460.63268961615,865.9785289890534,544.1100126745176,1126.7724178855162,543.6608875805441,864.8121168821897,595.0063831939499,1036.9288122890453,592.6474545184905,930.5805586927696,815.9019619032682,1064.66472695804,816.3020088086668,912.9812467352248,1014.601044512229,1101.9945643282742,1023.4017988485228,880.8731094797599,
14,14,270.3183033035387,945.3798728791515,359.70833734511086,1031.787615011581,359.59239026272405,904.3622866594818,443.2401526640853,1094.9204601144895,444.29396690100776,878.4871315378026,509.1663745537846,1129.0083522642474,513.9209725735866,869.6957805557868,594.2200486340665,1037.1537104711035,593.6200660040846,933.387519113287,815.6011689809891,1064.4843673986345,815.0599300349796,912.8724785888136,1015.0107435194196,1101.5249801960874,1022.701693660106,880.2080424334704,
