,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,190.1049614696726,1058.2408839442292,276.38553802926765,1122.1291201645447,268.3808818564148,988.6901407010586,415.0127453797815,1149.622726496487,371.2956507649316,962.38781505083,378.7399894704434,1128.7752135372791,473.2715654311161,955.4394455012113,493.4383866039767,1097.3210447873375,483.0951857349807,1008.3833504704148,670.9613896408379,1088.9797965784796,667.2832487525493,1001.0813404898886,790.003861326855,1083.9524376173392,789.4471674994777,998.908827064845,
1,1,188.14929148620683,1058.945285704625,277.439999177335,1121.3429976665825,267.60713326760475,990.5546360170028,415.3309499891898,1148.1659805555717,373.3280795014261,962.0140996143978,375.95601338558913,1129.0314649992529,473.4985066824368,955.617248849077,485.3047462433615,1097.1720506162176,479.46432393921054,1008.8729161045992,671.6704313776737,1092.5406110260435,663.8063370762937,1003.4350765320768,789.4889789873973,1084.052570813899,783.163991439482,999.4185638988308,
2,2,187.9701747819878,1059.1291217117257,277.53078371402654,1120.438055729358,272.2202630036829,989.0155430666932,416.1493997363027,1148.3963315404574,371.7677251322216,961.547650204784,342.3363612935199,1116.6961959177393,473.31428835388897,955.502380102019,487.006656959246,1097.7385218926513,479.9121994097924,1008.3540374509208,670.1434421539307,1090.1981821837976,662.5434057982287,1002.9192007542708,789.593091500906,1084.1130657462318,784.6157504554222,999.9374580243158,
3,3,188.22019723363908,1059.7537576477814,276.2345653082521,1121.0911422157708,267.2413083635784,990.6446388799596,415.7992507081348,1148.376397126567,376.1887333079959,959.5986176097684,342.0296664789842,1116.3356934042208,473.9924146357066,956.0466600988474,484.5573301526133,1097.2808019454474,479.8000520723539,1008.491657153374,673.2859386052204,1093.760947760723,664.6843937252526,1002.2027700005168,789.6680769405687,1083.6119107408265,785.7337095151487,999.6663031763754,
4,4,188.45672428840467,1059.5070348006675,276.81514730069046,1120.6641553308402,267.4377470177699,990.135859279927,415.58715626849306,1148.9139388152382,374.3129213578679,962.3359589363004,373.0124752605225,1124.5415575866923,474.378163867251,956.2811447468688,486.3157940282933,1097.7316907536538,479.9429631822285,1008.0787253957913,673.3353824392251,1093.9173347646922,664.1783176814006,1002.3919619434814,790.6058141562036,1083.7641514687746,784.605423818174,999.8334128150688,
5,5,188.5191371505995,1059.5899139056742,277.0667783243603,1120.3235657052203,267.52258747234765,989.9308282430344,416.248699927361,1148.9943303228038,373.8524759885393,962.2903453594269,341.95058259604343,1116.9747772328913,473.90920820099785,956.327510388085,488.4535226214226,1097.3408507179636,480.3913717183087,1008.4368129620914,673.5383411005662,1093.4884690642796,665.3275198372195,1002.697791800965,790.6407674484352,1083.942132721396,784.5926878387193,1000.0530499101648,
6,6,189.14343185325592,1059.6858014366717,277.2195069470548,1120.2877625991632,267.4222425800616,989.9955091399362,414.860934888743,1149.3961385240632,376.01996517305406,960.3050455041532,372.44394215557753,1125.0148041645978,473.9329791720109,956.2550081565572,487.7636789438473,1097.2875886870868,480.1532133223951,1008.3706541713068,673.4438505532372,1093.64806949523,665.0686000134451,1003.026661196673,790.4726977900193,1084.1989435648586,784.6863412857056,999.6383032423884,
7,7,189.09418490525184,1059.7794099032749,276.6598216578926,1120.2731235792846,267.38479405912835,990.08950843783,406.0526436358031,1148.563511811312,376.0124794869491,960.1513633756056,362.4622197144983,1127.1069504669886,473.9334077673863,956.2055905332992,488.3473649043565,1097.1817830553132,480.8155512220682,1008.1394112031307,673.8217939915055,1093.7749645448976,664.6736466962121,1003.0419015989507,790.3675285210379,1084.088476504761,784.2227246454385,1000.15405053693,
8,8,189.33981425430437,1059.6902425178791,276.7659793749587,1120.4550383916066,267.3806902584081,990.1910095439074,405.8154830634981,1147.816798023053,376.050618448245,960.203082261937,362.6446272275848,1126.40649502633,473.94611026282735,956.1812036025184,488.0314412259621,1097.3799042488004,480.6618837076293,1008.1623027501608,673.8583330866264,1093.817655295681,664.6602490726466,1003.0764050732458,790.3832164511414,1084.0869262969993,784.2348240937926,1000.1758281138784,
9,9,189.2890243629485,1059.4889422044607,277.0517131969119,1120.4968001613015,267.3710415050174,990.1889329583744,406.34072401743714,1148.4675785375816,376.05062045728585,960.1844501705576,373.00734952770375,1124.7609545324412,473.940179574319,956.1838903153846,488.025342447705,1097.3808608100662,480.65691200127367,1008.214070069974,674.1243957202053,1093.7950193698052,664.6138603200527,1003.1922566163724,790.3626947688188,1084.092804574511,784.2354256340989,1000.1524481959068,
