,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,275.4215634101699,971.497239218662,342.2278141572354,1033.4481404547653,346.9386264716695,920.6654285035704,445.8054161939881,1063.984858437902,439.67947269137096,892.3410130598194,546.0356200407944,1058.908413194016,528.7224435496237,902.4677787293064,526.3782277497885,1022.3154413025666,528.7164244633192,944.3334126805314,699.8155516982853,1026.2180720209462,699.4842501517545,939.4352781588676,837.6212254240236,1035.713270132722,842.4437370597929,923.3597861240228,
1,1,275.1532352482234,970.501234252868,341.3364509612283,1032.368908951512,347.83771911740143,920.335709503869,447.1508428737308,1063.5457470380236,442.53996443531446,891.9003047004156,548.2436878318439,1058.5282624950312,529.1095254449137,901.5515423731975,526.2453658621084,1019.932505252342,529.3073757851232,945.2575477302996,697.7377748923432,1025.922691014477,700.1250993507891,937.6476898305476,843.9364470245004,1037.9478972909385,831.8363925678987,920.3624488219544,
2,2,277.24711518603897,973.177942840778,341.09842516200905,1031.8035866248968,347.64140368438046,919.715513387732,451.7311999639702,1065.2324188254845,441.8409575225473,891.5845385796003,548.1588882277629,1057.2862542998168,529.44230564549,901.3427281432254,527.3987280717906,1021.8789809631304,530.6383485880878,945.47150667234,696.936794424863,1026.870527526721,700.4738474078234,936.9494202870994,842.1270539639675,1039.6580285626594,838.948236398486,919.452054081902,
3,3,279.4345749060106,974.130237924098,343.29819092669936,1031.3639969443857,348.4881447443571,919.405267338469,448.3798610404502,1064.586665975443,441.9099761109668,892.871215730621,547.2668560211617,1057.7666380894177,531.3750430976461,901.7570913792708,525.923731820016,1021.4748338283116,524.8613128612503,940.367118841055,697.5684690041411,1026.7500909473158,703.083726711794,936.6924773026354,840.1058095577324,1039.9375391952435,838.5582728689761,915.6555539032364,
4,4,285.03317030570594,972.9596006686332,351.8638570162968,1033.086735194961,349.2009243016435,923.3384104777048,445.853837091374,1062.8820468922208,443.246328455574,892.786617909697,548.7298482540215,1058.1617565841732,533.1092457963524,900.9838683319653,528.759230426446,1018.253952295442,530.9307196112386,942.659072932034,701.7712431115199,1025.4325226525189,703.938848150722,936.092146313602,840.2156458285447,1037.922124603406,839.8465870384741,916.85935934881,
5,5,292.554029609199,971.7802871771372,349.846848337796,1029.2756077684437,351.8994491835099,923.1744819770046,446.6653074306691,1063.1665586181462,444.0941436827105,893.124320361651,550.289548345598,1058.4542147645525,531.2413494670654,900.6987538782663,526.768962081294,1017.6303192519862,531.27042430585,942.1476782603268,702.4651417031554,1024.3754666207208,702.3792083303701,936.8955636006958,843.4891474789544,1036.949837801651,845.7598390814851,919.759540768076,
6,6,296.0095765593768,971.4231306099874,351.1837163362144,1028.9157584342424,353.7199656333973,919.3954057434216,453.9601584311734,1068.328077104668,447.0779729540543,889.4762210439533,553.0542583986438,1058.2850423304146,519.3499078242149,906.0252865827058,526.3640573151864,1016.6066856860764,528.2820484077047,944.3509738538128,700.9863001472463,1025.359696185738,701.9312163354206,937.70382692672,841.1927274299691,1037.771888819799,843.2181238539041,919.4097877967718,
7,7,296.10554341687026,972.6586000328988,349.75719020332565,1029.8245589055182,351.251306496609,919.3190934113244,445.9590813645461,1061.9517661717605,444.1408619179992,897.1250874044964,550.685143886214,1058.3393376089036,534.597051692412,902.885226281052,528.7125684443004,1018.211090513926,529.3900170096805,943.6920888033272,700.6814724013151,1026.827658513817,702.5464408884433,936.7714285868044,840.8935986631712,1038.0299770753231,843.9930631342418,918.8793550669316,
8,8,299.90028669062144,974.40618230524,350.9815987932976,1030.7419529563797,352.1596213093969,921.4262969768896,451.63101612979005,1060.0870650135184,446.2319318773842,897.3054247652233,545.371139833924,1056.4671714721053,536.2698996237567,904.734116217216,533.2034483811635,1017.7406367653,528.5885771415324,945.3039752587424,697.9670787756712,1027.85879388791,701.2968308903926,937.1558747302076,841.8522620480144,1037.9278429915676,843.4563385029608,918.6322568603337,
9,9,301.1137687772396,973.8819490610722,352.1994391591403,1030.6678914358124,352.80654116011715,921.3839930212736,455.3672005513244,1068.647719249403,447.6899088746704,897.1599743105226,547.1490324737191,1056.730264499729,537.0648824347011,903.492303647862,534.37274496329,1016.1648832849507,528.7442108372562,944.9921618481932,698.3508216451141,1027.0898087702633,701.3885315496992,936.96381444882,841.7460065576282,1038.0865864189648,844.7216203587882,918.9069164088332,
