,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,192.125024559904,1060.5944781124724,272.8657859013512,1113.6467162727172,262.75607985854924,978.3848969783966,398.6689029589431,1149.8796394622825,380.0534732382071,944.1777044179946,320.9024565737641,1124.2085790809335,473.2924380259024,939.0272872891172,487.22397356566586,1090.1257633654884,486.937918297181,998.787126506102,669.281202348528,1077.454831293626,671.4518905957126,995.9230213039154,807.2993870550386,1074.291245056197,793.6326645254624,997.2990491476066,
1,1,192.4921151596486,1061.8976630295665,276.4267380990969,1112.9981341001132,263.69080753103185,977.6402934100328,394.5658770587261,1148.8185786710428,374.2587522598485,945.14607874459,321.84680219434483,1124.4674772308822,472.6596986549883,938.979174006432,498.2144300463296,1088.0017022575023,483.6040489881339,998.8281469744502,666.5051211244263,1076.756912220234,655.9064858663531,996.380655819839,804.0721211352801,1075.3599836474216,788.3113582794625,998.6675681198984,
2,2,192.6636537618848,1061.8447023625763,276.67415013703936,1112.4965441813808,266.2091261388732,974.760556974278,394.8548749023358,1148.6920273645585,373.80723573761577,944.37383916604,322.4160438210198,1124.2184356308264,472.146223983467,939.633367736054,497.6959287546701,1090.0493837646663,479.0899565936065,995.0485102242184,666.4773488137749,1076.065652077904,668.8266260571226,995.232460756323,801.9653682683937,1074.392943259638,790.9440535903751,995.396571891611,
3,3,192.48225210857015,1061.8584103833043,275.0064336307957,1112.1234025471706,263.18736734873914,976.967876582878,394.5187456307082,1148.0433066183816,377.1191961216524,944.5204580784896,321.9043330873407,1124.3713112073642,473.8743098225488,939.904241400725,498.3530833290209,1089.126136662065,486.1369666259527,997.442708572511,669.8764459860495,1076.4425809413174,669.4981225042255,996.1299318289776,800.9853353860009,1074.559499276727,789.8721593254098,995.4150134443274,
4,4,192.72308855590023,1061.4512099210697,275.0624075171541,1112.4458935223986,263.4324067094701,977.7075042836724,394.10710655976334,1148.633935439245,377.0183295484327,944.382323770292,321.6794517725435,1123.9221660045034,474.0586701233148,940.9985313443556,496.9405508351419,1089.8939284325347,482.5466412468601,998.6502238882543,671.2020811023885,1079.7562487488017,667.9107954226172,996.6402942621036,802.4422288406034,1074.654252657025,789.6595157479434,995.6466432076706,
5,5,192.66284478811357,1061.438049467761,274.54996884101695,1113.2844466098,263.55984686565023,977.481379120075,399.3254926579826,1149.588259683647,375.96107215038046,943.8772372232476,321.53012110756026,1124.262417941125,474.3344792836044,940.0697823327574,497.5115778294279,1089.7632791153392,483.0915828551055,997.4283897517624,671.4609553879042,1079.9026601372354,668.2476178133286,996.2575863425476,802.4565841069611,1074.209011730948,790.4235054209576,995.664342954525,
6,6,192.7630497172223,1061.5142891496355,274.7543050346821,1113.212869323237,263.779302430866,977.6383728879416,399.35195909209926,1149.6457424906578,377.5319076855564,943.7366987308276,321.52704325702007,1124.159902086335,473.9862803643949,940.2698011769696,497.1591719787359,1089.800519081357,482.7511361547502,997.3270305826944,670.779728486417,1079.9861991484318,668.2453917960971,996.129960081842,802.486729094824,1074.1728884257611,790.5890001587192,995.7545963934816,
7,7,192.6745829439597,1061.4777985572116,274.9186639946986,1113.3641452495008,263.4579315731212,977.9871921693464,399.30484474092833,1149.7084418191007,376.5087698277943,943.9035789831696,321.1135344387496,1124.2040885572133,474.12926112101815,940.33413294919,497.73232453821225,1089.9040268134931,484.2330214075056,997.6821166184964,667.3654292370779,1076.880439797541,668.6848199197002,996.012691186685,802.6557845226034,1074.2219327075968,790.6843137431051,995.728078894016,
8,8,192.6683341573212,1061.4560263617611,274.92285150545314,1113.5385145289683,263.4348677844778,977.9904822826736,399.8532338632253,1149.7293230402918,376.2188575357702,944.066773582083,320.91930305074186,1124.1024236517912,474.2154958499268,940.459237305405,498.0042723220408,1089.753159208389,484.2502837559337,997.9061645238738,667.1758909684319,1076.8737499228653,668.7870131295431,996.0534876501796,802.6010756622829,1074.2498559552375,790.8425478073337,995.6914199616084,
9,9,192.64088731128308,1061.3506902656864,274.4074957020416,1113.566646982343,263.4248875393514,978.1729204456742,400.3108434714328,1149.6376292097666,376.189283115501,944.2285992624478,320.8660607902219,1124.3454033307169,474.1473692756325,940.6304960790408,498.0378246431388,1089.8002769139478,484.4180179045321,997.9595678190726,667.1574379284763,1076.8671212627291,668.8544151097807,996.0418999396557,802.6076137507999,1074.2564254188958,790.8032536475648,995.6844557987076,
