,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,254.7959246095972,987.2936695555744,320.1549098953624,1033.2100054693958,331.39047538350553,935.2283028764466,204.0593585546367,1099.6294793795348,238.66830654665148,892.4472734281721,84.64503417244502,1112.5528333048712,87.58002818173333,866.9774661880483,561.6690562512381,1043.9666149355226,560.667747626534,945.9489089438882,767.1719347454016,1052.9614026856543,771.991152223902,942.439829022634,960.7116180340552,1081.9433598234582,975.2522418464888,919.0060664729806,
1,1,253.89625871755052,990.033889647182,325.8997889147933,1032.552442249351,329.7858430939316,939.9207908523864,209.4107414811113,1097.0073646696765,209.9912042704608,878.6277278813259,82.24901023239711,1113.6457980546245,93.59991475416562,871.6261420435629,566.1394734376428,1037.0879014776876,563.3188069099257,942.5934263925882,770.4228949577818,1054.4890868602477,771.82433754632,942.5280613727556,965.6218036253524,1081.1246106486212,971.3878186750474,917.6359606314722,Start
2,2,256.3442548694784,988.2957377773624,324.3667287045244,1032.275254742176,329.8417238947319,929.7685969322592,206.91703965046932,1097.0052174519828,226.4328059480466,895.903809580358,81.15648914530621,1113.9438644285854,91.60469881114786,871.8472893215295,572.7446974021406,1042.194818613023,557.8718519024793,947.0150526440556,768.3817325859912,1049.5056381057416,772.7664169688528,942.2155698934608,964.7363958123136,1080.951773078016,972.8120334064696,917.8994872060268,Start
3,3,255.512270884024,987.9976431505372,332.66557542183307,1032.7165856736274,330.1919506058116,930.7180781648232,209.6243051992746,1098.3084783617142,225.96288862091976,897.8529962207534,81.39870446432086,1114.9293142482693,92.07797558937024,872.3916143884036,565.7910816505145,1037.4876391475996,557.8900739027403,946.7099560156717,765.994526995794,1051.7801591703596,772.8413836574678,941.3002174483952,962.7306240339738,1080.957733087028,974.072935553304,918.2385619399656,Start
4,4,255.55433885948864,987.7731815425024,331.9016523820061,1032.3315653916584,329.4213602291747,931.0584666569562,207.6876005611742,1098.6781866002136,228.34187957803357,896.1477394300205,81.42670178754432,1114.9233979639282,89.32152993502325,873.2360265817299,565.8562067178198,1037.823358517548,558.7276959264232,946.8800295143772,766.7349549728809,1051.9578495067678,773.0888064102946,941.451839808591,963.043150089497,1081.0865163697997,973.5798050988324,918.1058649627888,Start
5,5,255.14102558785825,987.2246975867212,332.46773847522905,1032.6656639216842,329.4705361910697,931.1136734266652,207.05210612561208,1098.1520409062014,225.48681023527027,893.662082019052,81.0573376232688,1114.8142389862262,89.03995101876625,874.0387590732056,566.1983249401395,1038.8744794297622,558.6735147741588,946.718961279853,769.4225804734447,1048.275176082614,772.3646998808505,941.6023360903346,962.8543625324382,1081.1639050014926,973.6464048021016,918.1491826580868,Start
6,6,255.39947462639972,986.5737213202036,331.96096730325246,1033.8906095730392,329.04535618498045,932.2647973704568,208.01480634314805,1098.2199311939607,222.291275441104,894.6519413036428,80.58575413161972,1114.634794954164,92.44423879913607,875.5057513862739,566.8542794474389,1038.6619264040687,559.3258841481103,946.7365476789062,769.3011018110655,1048.4662623128677,772.6664845996156,941.5167635455892,963.0440116331696,1081.4176076514857,974.4514442017236,918.544008365718,
7,7,255.25847813242896,986.6106182157248,322.0028698428864,1032.3319851485007,329.11931835318416,931.1430086448383,208.59382798054747,1098.7412221041084,222.6252048130308,892.485756520223,80.22846899044994,1114.8289365298954,90.01639488575827,875.3618918369134,573.9396239877212,1042.496612347022,559.4273894288915,946.8685591877778,766.2562139384613,1051.763845159235,772.7196947154824,941.5664293904414,962.975739738256,1081.071136048574,973.9353845643438,918.3683064928132,
8,8,255.50806663126252,986.9469376226982,331.602029391166,1032.97825664041,328.4957388690606,931.648552619211,208.76816986441145,1098.676646146417,234.82602400959544,895.6274562053695,80.76489829273,1114.4899795162248,91.97868912675756,871.2520243401567,567.1190857608234,1038.131394116516,558.8824838159608,946.7029311427468,768.9934620776629,1048.0552692399317,772.5978879097689,941.6338366887572,962.9014038884592,1081.2594696426113,973.6775181476409,918.1638566577024,
9,9,255.31492012529904,986.7391324235972,331.021054966087,1033.5687351156737,329.10769806106623,931.8838431465548,208.0881068672408,1098.290795432041,241.1420465476801,897.8041429820962,80.19942830535928,1114.4835735155675,102.59300093036944,875.9525240212132,566.5097302857239,1038.6411592033662,558.3975549358075,946.5563623454972,768.8753773549133,1047.910531161026,772.5130528126333,941.6086660773328,962.4608198967028,1081.2501233259954,973.705973532172,918.157477564535,
