,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,187.00891169832028,1050.533147695571,283.3657929925212,1109.31234949744,271.40863361532263,984.1816750665872,373.339741313721,1145.4132703434975,377.9127608846161,959.0078434884592,409.5988270396219,1129.7373703417754,482.6942736026679,958.1334139720908,478.15773553439016,1090.407959701908,480.80882093531255,996.4240340569894,655.4281841421933,1085.240103156141,668.5835441718331,997.8891145929005,789.5638385271684,1081.665259479688,784.2904254704985,998.3523081962368,
1,1,187.06465320562356,1050.4370919927617,283.6084730696461,1108.3560115637629,271.8902194515471,984.110931239524,375.1630007740115,1143.6385088156112,377.7811961676271,958.8145891872072,406.9145832570228,1131.5041564896562,474.08672704808265,958.8893126320262,479.3981220260243,1092.422205962126,477.6440164295688,1010.2004630420246,654.6309083459901,1084.462239912203,651.8701407007185,1002.9322549229944,790.2560655968397,1079.650740108448,781.0700585969247,1002.3310649123464,
2,2,186.8632682929268,1049.961693152008,283.1478000090243,1108.302387627147,271.3551462518223,983.379958332855,374.6166956967278,1144.7455004398478,377.7000145112274,958.7426291416008,410.8714258221253,1130.5817704267313,473.5710839518335,958.9349544617642,475.22660055768193,1095.3375073726522,480.49139918214473,995.9340271399708,663.1425526672283,1089.2379769711351,666.6270116401741,998.6213158264834,790.1373684514793,1080.9047554346853,781.4291381463893,1001.887521848882,
3,3,186.8292659466846,1050.7876454618904,282.37856841366374,1108.637706075496,271.51480070791257,982.9982580987958,376.0815268716205,1142.8771250638606,377.7574717393932,958.695081588891,411.05662322323406,1129.2779572407696,474.2626654497203,959.293095843044,474.9359030655363,1094.1096378861764,481.0386056490775,996.1567565783432,654.1770124497432,1083.7899374418798,666.0014887438948,998.7821916724548,790.1013841864656,1078.9818209186362,783.149393748865,1001.7070977115,
4,4,186.8427225021144,1050.4630442667674,283.30949364154947,1108.970452167811,271.2277261860504,983.191513072735,377.3212764973138,1145.374828958056,377.1762833514666,958.9449687568166,411.3339043407663,1129.3328808091478,474.1349520639883,959.0251039705412,479.8346886058157,1093.5305476696678,481.49769826425216,996.1885235609158,653.788196082543,1083.5097093883462,666.3437502777932,999.385480467315,789.9776446834807,1079.776752592447,782.151543687937,1002.3457550564556,
5,5,186.81354587192808,1050.6469959760743,283.27987569206243,1108.515099407031,271.2148495737381,983.4539472031996,376.5338530373046,1144.8871562657855,376.5924135637221,959.2289322426352,411.6740965626174,1129.9868431343566,473.75620500939095,959.100173176605,479.4817490199452,1093.4518042458585,480.8360528139826,996.1330618427398,654.0419406171583,1083.592151246642,666.6928653196178,999.0819841618928,789.6099286023599,1079.3325866205917,781.6668883721757,1002.0078131278416,
6,6,186.8142289458077,1050.8013972072897,283.1539644159483,1108.6627192781043,271.3927514779397,983.3246661318656,376.8039186847225,1143.169232774184,376.6010169462048,958.9539202060182,411.454094538298,1129.480245059067,473.9442860537605,959.3187642430314,480.3104288029267,1094.1154801749203,480.9507650268713,996.1469353445308,653.7903310232572,1084.010733577103,666.499031721693,999.185678901084,789.8357849716365,1079.3833893068918,781.7922672524718,1002.0770097742354,
7,7,186.81132387277827,1050.7280305726488,283.2745323131546,1108.733722762445,271.3676237346912,983.1691812014948,376.7023201509632,1145.4412460607437,376.8294559374587,958.8883654883816,411.6726045149665,1129.9823980170256,473.9239411670303,959.2683866950716,480.5898636122208,1094.2200379718497,480.7673489752919,996.05819444285,654.0053867890714,1084.0984008699372,666.5274422376456,999.1574569803053,789.8598934615077,1079.58049238823,781.7493109461234,1002.1324418941724,
8,8,186.92306270524955,1050.911388971804,283.2311825696451,1108.7972917073268,271.22248660758504,983.2017258105254,377.47318811007375,1143.131201055276,376.6394652997873,958.9054288731,411.72053755027264,1129.5654906778104,473.9354650251887,959.1611482394608,480.7733874823244,1094.1918961008537,480.6229993921882,996.1095931300516,653.9332434724923,1084.1203963975536,666.5743975397514,999.1449880494868,789.907997934964,1079.5873521164356,781.5875660830573,1002.10343158394,
9,9,186.7605272846197,1051.2667286106982,283.1135599262847,1108.6135431495684,271.20158722558784,983.1397551705434,375.8946311613363,1145.2060584545486,376.900547521167,958.7975520372916,411.7460014730188,1130.0747391408547,474.021564478682,958.9847158282056,480.8654792349112,1094.1745764222942,480.4862118387408,996.1383088032698,653.9216151442112,1084.257589616292,666.47868013816,999.1316446252468,789.903890116162,1079.6105843795565,781.6506620191318,1002.0055233004512,
10,10,187.07525960180632,1050.5951822408415,283.1881288248169,1108.4118580590443,271.3281608154932,983.4222125096152,376.6268006412818,1145.3184281684826,377.13264095767727,958.7101208576815,411.6317352671927,1129.7362617531917,474.1248720365011,958.9896506618526,480.4519175118991,1093.979699599401,480.32761949556544,996.1332394321732,653.8998237480887,1084.2417451408662,666.5133762731663,999.1339035090238,789.9068005466337,1079.61067754674,781.6849811241437,1002.0020387805096,
11,11,187.1034799285611,1050.8139710773185,283.10758637823886,1108.505894354737,271.30346434634123,983.4174619922736,376.2991997479462,1145.398290943872,377.1005127116824,958.7113626383403,411.4387843078693,1128.924002664918,474.0381618345977,958.934592556025,481.0160012611022,1093.0817879165998,480.453163117209,996.1344610322144,653.9045141887292,1084.2026404857986,666.8270866582545,999.4319779552318,789.9076470225002,1079.610326403997,781.5961322982847,1002.03552918781,
12,12,187.62109322417692,1051.2943632755098,283.41511427503565,1109.7961784547783,271.7336173981467,987.8779004480276,398.0346876127047,1143.5677569163013,379.8456362909086,956.9419819357464,411.0513555181972,1126.6276905696066,478.6212694691433,957.3346947327334,486.4481998637066,1095.6641535370077,494.5464425155183,1006.3915558197672,672.3696566062104,1086.6565443679397,660.0050349539371,1003.8536783704682,790.5430718113139,1083.7592136080348,790.5388997032056,1003.7673275265774,
13,13,187.67269208930404,1051.2726892923977,284.4631344382257,1110.486821070215,272.0324434694605,987.9931559902532,398.4711704824618,1143.4678184626998,380.3320347844236,957.847103480466,410.8205482026535,1126.7112369803626,479.8285904972389,958.0063245158088,485.48228250213344,1095.6637331074778,493.9480189012148,1006.847793836965,672.7380329920815,1086.3746773119274,659.1717712094786,1003.5488360178638,790.6705829536031,1083.5533136273905,789.6285711618331,1004.1432641763008,
14,14,187.5068303667522,1051.2078879844785,284.4519119361907,1110.4532701210624,272.0406430347378,987.8479389580272,398.4788142131116,1143.5179646062466,380.56909038434566,957.7667402257648,410.9606587096215,1126.834221699061,479.8282509693398,957.8280058895116,485.67422358360335,1095.6182311966877,493.9964180339917,1006.752584374713,672.71365529074,1086.4239967228473,659.1428216009052,1003.706657863732,790.6891612237699,1083.531755851,789.6160039418074,1004.1434727093476,
15,15,187.1453235611339,1051.0787966109478,284.3563057015249,1110.1403817562914,272.093172755446,987.9805821202242,398.12601927818025,1143.6124058596622,380.66139166314827,957.7042374901698,409.2958824346217,1126.6081490050688,479.2449715047571,957.5030024274143,485.3348041727887,1095.4026214801415,494.2417567418052,1006.6322164094072,672.6614429984818,1086.4179388378404,658.9585128655203,1003.7890216903072,790.6912412507015,1083.539531611065,789.6143471528092,1004.1453939041262,
16,16,187.1805587887609,1050.952958352946,284.35930988723493,1110.162515857481,271.96347175866015,988.0387964746168,399.34532456962273,1143.2792992069826,380.6474922816372,957.6473167133544,410.0050892476452,1126.418424293804,479.17610493375975,957.7527604393886,485.6360812739061,1094.8531395928287,494.15751899947423,1006.4734716366356,672.6601464974709,1086.4186111887443,658.9751289724838,1003.8162641784534,790.6913001825657,1083.5395307702058,789.6145587717758,1004.1461742213332,
17,17,187.238800882208,1050.878408461437,284.35749304465105,1110.2520962728463,271.9460118545512,988.2173882119364,396.8160724267848,1144.6635227357528,380.6328117180863,957.7465091567984,409.9351063196309,1126.612428641337,479.2921190051016,957.7225836894688,485.8845380130763,1094.7643838920285,493.8749032088776,1006.680154793408,672.7714460196823,1086.2503816939557,659.3085688081302,1003.5674694546176,790.7962538144988,1083.611181043335,789.7685075519298,1004.0051735927742,
18,18,187.559305173678,1050.396901620477,284.4976417233947,1110.344472376412,271.9173080186385,988.2241191205342,396.8926162124455,1144.5957172065864,380.8623699962085,957.8172032050052,410.5302786362032,1126.2567439138843,478.3071057105095,957.1453938144346,485.4437926283738,1094.9881035260294,493.2962592711529,1006.2293870689062,672.7239054170169,1086.2520079153765,659.1531661521009,1003.4840293284464,790.7960261232056,1083.6115782651543,789.7686307731003,1004.0048211046566,
