,FrameNo,head_x,head_y,leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftElbow_x,leftElbow_y,rightElbow_x,rightElbow_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,leftKnee_x,leftKnee_y,rightKnee_x,rightKnee_y,leftAnkle_x,leftAnkle_y,rightAnkle_x,rightAnkle_y,status
0,0,130.1516654928577,970.712899331395,232.25707958206556,1084.946498716692,228.33189397546496,942.19743424527,379.7082466948947,1143.6446195065669,337.5020478822785,895.1380008918936,286.8306979711406,1110.1453085176915,430.5895038698988,892.4989425356471,469.1370692457737,1065.0734863729708,475.2694909005233,952.0579906634598,657.4706045083789,1057.4678869198387,656.0245585348578,958.5754125456352,814.0664553301232,1051.5871551087637,823.3105718267909,950.6400969517224,
1,1,130.02861341667423,972.543383506534,233.35451277396768,1081.5708940717598,228.1010451397443,942.757462523248,358.454582402858,1135.6987623989714,336.4450553427747,882.7226065608354,264.5893061703606,1118.181437563143,409.50668037325255,888.451161381079,459.7276776664744,1068.332462352834,471.1361157599599,960.3756769924458,661.9481424051392,1058.3232561793948,664.902942543377,958.5169802405744,815.1190949478447,1051.531291796301,818.7067824563372,951.5742061034798,
2,2,130.32958681778726,972.52554922223,239.74050752518235,1085.693073258691,227.38527412067307,943.0921674808276,371.4410222801337,1143.598670931444,336.39357300201533,873.9082799458837,257.8631037946485,1128.8294766529093,411.77270028619057,891.6412999295383,455.89968811551057,1067.74445835761,473.5369771354685,951.1608626613016,662.6930237560495,1058.433827127629,664.9693065191896,956.6328693644954,818.4211209598536,1052.2119799858503,816.4268720351517,954.7535231321898,
3,3,130.45479258573255,973.3959984481554,236.0564637401169,1087.8280322364287,227.4913032591265,942.2558315705938,359.83493006275904,1152.0970504727109,330.4248439754094,870.4835141397066,244.43506268128,1131.194634251871,364.4773251616598,885.9249143579443,460.2419767144132,1066.4597841328684,472.56475406443343,962.577640665182,663.2693244824949,1058.2450899212436,668.4886009206386,957.867491285561,819.7447708090198,1052.380365712252,821.7284099891374,950.798426844634,
4,4,130.82532500724642,974.519710386614,234.1623105866391,1089.732446495353,233.11663028632708,944.7982341870064,357.06422720835945,1158.4923728926055,341.7103937295385,852.8890993453228,231.6054766571878,1142.4027473623485,257.83272374900946,854.6968272571438,491.5975536450608,1066.7830449986511,487.2476561388826,962.2265503916296,663.6039101410904,1057.8967643922783,666.5031556128215,957.968358047564,819.8409034123811,1052.268737972352,820.9030652139214,951.3007116492928,
5,5,130.79944052528808,974.5267884018316,237.31317234907408,1088.124472725313,227.6149396313492,943.8420496260218,348.74048830783875,1174.29308463159,323.3561021484851,843.660034807529,222.2778056594888,1146.9219961733963,243.9090154322908,843.1257220176457,471.772882588043,1066.4468224586417,488.8172554442724,962.9254926223252,663.0175595227702,1057.5970230270711,665.1443194226883,955.5275621491264,818.1447713675827,1051.9149354238182,815.9499779789282,954.482989847266,
6,6,133.04979745371287,976.3014829973366,238.98118719787996,1084.8647315637056,231.8370360236794,942.3639404835026,323.15160054379226,1173.4961816478003,305.29155845294844,837.511464832987,199.3520928669348,1154.059802524138,194.89043375915605,846.9385092999461,471.5767118059612,1067.3442733506786,493.0190116376343,948.8118979897596,649.5451380279501,1058.9059136563765,668.4819978731351,954.4200498649604,818.8109210873765,1052.1003192842752,815.4171709772513,954.2805547104612,
7,7,132.2715077629635,977.414131921324,240.0530982048521,1085.1100713658386,232.78602118919977,940.0146690665756,311.67769115829964,1180.262815319905,277.279009378778,816.6414573383543,191.0708681163614,1153.526146277008,170.3997011023473,847.797962780125,472.6741597308294,1070.4996191693265,492.7177358758775,948.3123012433414,647.9171653717794,1058.4013605503192,665.3653433791062,954.6356003850284,818.7130613785881,1052.0629003834497,815.8915483750044,954.3915581965956,
8,8,132.80587009707725,980.337675096006,239.47794196199533,1084.67261906497,233.06818695465205,939.29600499116,294.153706515874,1199.203247698154,250.26355664038687,808.8234114804574,181.1651442574897,1155.2532923107722,159.25240416210556,846.8200140959372,463.2636825998055,1067.1218277863245,475.8107613215056,950.8455929836748,648.4123149122776,1058.217803035739,664.6679209298678,954.2938429743468,818.4234614924119,1051.7702821035057,815.732167148466,954.6766100903806,
9,9,133.35907790378724,982.8528244612762,236.05886521358016,1083.4925437551665,217.1306375471296,930.5186176510264,279.9245049584516,1199.7109032377962,231.18573311556452,806.7640783574808,177.0804176218953,1163.9618328018803,135.74772481335464,856.0476121755316,461.7053761128796,1065.2794571539482,490.0003152953943,964.5293471920062,658.1788664025355,1058.2741421062574,670.6687423745739,952.1109392220794,818.1878130581661,1051.6022481925345,815.5316675530918,954.602960927096,
